#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5
1,0,5,,1,,1,,1,139996,,,1911,,6,537,0,1,,0,,,26.5,,713,4394.5,208527,4486,4,7267,20209
1,3,2,2.33333,1,1,0,0,2,44,,13636,35,35,0.75,402,1703,0,1,3,27626,36367,35,,,,13,148,9953,12,963493
1,3,2,1.66667,0,4,0,4,1,101950,,2573,25,128,0.75,438,1564,0,1,3,3714,1031,24.5,,,,102555,151162,57607,609672,79826
1,3,2,1.33333,0,0,0,0,1,108,,771,3,620,0.75,439,1847,0,1,3,979,1683,3,,,,0,15,188,201,152316
1,4,1,1.25,0,-1,0,1,1,5,,47508,1,35,0.4,198,641,1,2,4,49050,,1,,,,15651,337,2566,334,22755
1,5,0,1.6,,-1,,1,,,,26690,,2,0.166667,0,257,,1,4,61069,,,,,,19,28,2906,125,146838
1,4,1,6,0,6,0,8,1,32,,8167,124,9,0.4,521,553,0,1,4,30361,26546,,124,,,0,32,2955,161045,217796
1,1,4,1,0,0,2,0,2,60,,18287,735,7,2.5,318,559,4,1,1,18287,18287,,311,1159.5,,0,25,764,1590,871
1,3,2,1.66667,2,1,0,1,1,1037,,4096,640,124,0.75,474,547,1,0,3,4203,5494,1,,1278,,334,158262,45084,55428,10325
1,5,0,1.2,,0,,0,,,,7372,,57,0.166667,0,509,,1,4,10509,,,,,,26,2779,1223,359,11145
1,1,4,1,6,0,5,0,5,107,,,2441,14,2.5,704,512,1,0,1,,,,230,,4652,8,65,5833,4233,53637
1,0,5,,3,,2,,2,63,,,5887,,6,718,0,0,,0,,,,,949,9178.67,37,20,14,22,41
1,1,4,1,20,0,28,0,3,357539,,1380,6136,1,2.5,812,550,1,0,1,1380,1380,64,,1380,11549,215,57350,24731,1,50473
1,5,0,2,,1,,2,,,,17299,,64652,0.166667,0,1753,,0,5,19665,9920,,,,,0,173043,621767,100723,353079
1,1,4,4,1,1,1,0,2,649,,39755,662,12,2.5,352,1901,1,5,1,104984,,49.5,,448,2102,22,9,19,961,6
1,5,0,3.2,,3,,1,,,,85584,,47740,0.166667,0,470,,0,5,206709,105129,,,,,67,18336,13330,15568,24473
1,0,5,,1,,1,,1,14346,,,5502,,6,402,0,0,,0,,,1,192,475,26652,211783,10015,5679,4274,8
1,5,0,1.6,,-1,,2,,,,16521,,9,0.166667,0,842,,2,5,28063,11858,,,,,50,40220,21,1162,85001
1,0,5,,2,,1,,2,7825,,,4606,,6,372,0,1,,0,,,,,654,7241.33,17,4,9,110540,1439757
1,5,0,3.2,,1,,1,,,,30405,,360,0.166667,0,346,,3,5,112704,,,,,,23,724,12603,2548,3965
1,5,0,1.4,,0,,1,,,,40056,,19,0.166667,0,764,,1,5,41727,90603,,,,,0,1477,162754,26100,21425
1,0,5,,2,,2,,2,10499,,,544,,6,1565,0,1,,0,,,25.5,237.5,,2194,56,1237,5612,4310,12
1,2,3,5,2,5,1,0,1,56,,3848,1602,1,1.33333,2251,123,1,2,2,8429,128,,128,1273,3406,182,508,0,6115,1962
1,4,1,1.75,0,2,0,2,1,1482,,14051,33,430,0.4,610,723,0,0,4,21363,78652,33,,,,109684,62877,108198,1482,136925
1,5,0,1.8,,1,,1,,,,4688,,64,0.166667,0,1796,,2,5,8992,1723,,,,,75,3993,4478,12659,237495
1,4,1,1.75,2,2,0,1,1,10661,,8546,14601,5637,0.4,1342,832,0,1,4,16005,6847,,,,14601,165343,83506,14040,44994,143762
1,1,4,1,1,1,0,0,1,24125,,2140,487,202878,2.5,345,268,1,1,1,2140,,31.5,,942.5,,81063,575663,283472,9228,645
1,5,0,2.8,,1,,0,,,,42216,,139,0.166667,0,1127,,1,5,144425,16563,,,,,0,18779,587445,82073,314021
1,5,0,1.4,,1,,1,,,,5541,,40967,0.166667,0,1134,,2,4,7417,,,,,,0,134,9710,7712,100391
1,5,0,2,,5,,8,,,,33177,,76,0.166667,0,723,,1,5,53859,45162,,,,,20,5528,153,14225,123
1,0,5,,1,,1,,1,27852,,,1488,,6,706,0,0,,0,,,60,,666,2612,95359,80017,42070,76308,9311
1,3,2,2,1,0,0,0,2,8,,8645,20,3,0.75,387,263,1,1,3,12488,14456,20,,,,0,6,66,79,10
1,4,1,1.75,1,0,0,0,1,778,,1638,523,32,0.4,316,833,1,1,4,2902,,,,523,,0,93711,27319,44818,18336
1,5,0,3.2,,0,,1,,,,9391,,7,0.166667,0,404,,2,5,20522,14700,,,,,9,243,399,1209,365
1,1,4,2,2,3,1,0,2,64786,,13018,8570,1,2.5,595,361,1,1,1,17019,9016,,,624,11218,66278,46,16,32,5
1,4,1,2,0,3,0,3,1,2041,,14975,55,875,0.4,271,870,0,1,4,25815,47007,55,,,,24,15046,9687,2041,119000
1,5,0,1.6,,1,,1,,,,43402,,199,0.166667,0,873,,1,5,76348,93368,,,,,0,389938,148146,232105,9967
1,0,5,,4,,3,,2,41230,,,2938,,6,598,0,0,,0,,,,427,1126.5,6004,0,19043,127125,106521,975567
1,3,2,2,31,11,26,15,3,62676,,20036,2731,14739,0.75,1065,373,3,1,3,20552,29126,26,,,5435,143543,1906,4148,4269,443973
1,4,1,1.75,0,2,0,1,1,15,,25172,19,578,0.4,42,1698,0,2,4,39281,28847,19,,,,1368,256359,4042,6382,546
1,3,2,1.33333,0,0,0,0,1,5,,18972,876,4,0.75,229,495,0,3,2,46320,,,,875.5,,0,6,14749,111838,2033
1,5,0,1.8,,1,,1,,,,33703,,8,0.166667,0,672,,1,5,77985,3237,,,,,0,11541,38845,159893,18655
1,0,5,,1,,1,,1,13720,,,2433,,6,660,0,0,,0,,,,,839,3495.67,9,36,62,7,215
1,0,5,,1,,1,,1,48,,,1553,,6,734,0,1,,0,,,44.6667,,1114,6518,7891,29,8016,54899,10937
1,4,1,1,0,0,0,0,1,250872,,11059,487,12,0.4,78,1164,0,2,2,12067,11329,,,487,,23,182718,3056,9815,96285
1,3,2,0.666667,1,1,0,1,1,1473,,21,158,68094,0.75,704,1670,1,2,2,21,,21,295,,,31,7672,17334,2914,42
1,2,3,4.5,0,7,0,6,1,36174,,18116,2048,9,1.33333,165,430,0,1,2,62581,6525,,,1141,3862,6,2,286589,46692,133290
1,2,3,3.5,1,8,0,8,2,836,,5098,795,7,1.33333,943,914,2,2,2,9651,9651,,,794.667,,68,38,57903,19451,74114
1,0,5,,1,,1,,1,563,,,122,,6,286,0,0,,0,,,38,248.5,,,1,13,3,4,49
1,1,4,3,1,4,1,0,1,18,,2803,1125,6,2.5,264,302,0,0,1,6573,1371,,372.5,,1878,351243,10273,15535,11660,107666
1,5,0,3.4,,0,,0,,,,59959,,18,0.166667,0,758,,4,5,132728,131361,,,,,17,99,26937,35089,1567
1,0,5,,1,,2,,1,35593,,,1286,,6,634,0,1,,0,,,45,,522,4818,49234,57542,256442,15833,61620
1,5,0,1.4,,2,,2,,,,1611,,38616,0.166667,0,863,,0,5,2359,1825,,,,,60,9813,57844,174124,108
1,5,0,1,,1,,0,,,,34758,,307,0.166667,0,841,,1,4,42225,7083,,,,,20,12759,1145,7224,4621
1,3,2,6.66667,7,14,0,7,3,46,,6971,3342,8,0.75,1024,525,1,1,3,25441,782,,,792,5892,1501,4573,975,190,142627
1,2,3,2,1,1,1,1,1,1281,,812,31,479,1.33333,542,1513,0,0,2,1592,,31,,,,40,68,50373,889,1997
1,2,3,1.5,2,1,3,0,1,463529,,1269,2021,3770,1.33333,341,1364,1,1,2,2277,84,,147.5,,5768,41328,92272,54,11415,44730
1,5,0,1.4,,1,,1,,,,37173,,31,0.166667,0,286,,1,4,37873,1265,,,,,352,14264,30,6774,71
1,3,2,2.33333,2,5,0,6,2,31,,93647,2508,34,0.75,768,889,1,1,3,113300,25065,,210,,4805,76223,4,335623,109616,123736
1,5,0,4,,1,,1,,,,35453,,7,0.166667,0,274,,1,5,95843,55861,,,,,7,38007,171178,41015,726195
1,0,5,,0,,0,,1,63,,,1179,,6,320,0,2,,0,,,45.5,,523,4758,38723,6046,12896,1238,15
1,0,5,,1,,1,,2,21744,,,6105,,6,543,0,1,,0,,,,411,,7528.5,3867,33170,7442,2929,1163
1,5,0,2.8,,3,,3,,,,2998,,569,0.166667,0,522,,1,5,4899,4292,,,,,0,121,40,4452,179
1,3,2,2,6,7,5,6,3,280933,,3841,2572,150222,0.75,915,817,1,0,3,4067,5403,,178,,4966,19841,162990,280334,21828,96200
1,5,0,1.8,,1,,1,,,,6491,,80,0.166667,0,253,,0,5,10295,16484,,,,,1,8094,74181,666161,91474
1,5,0,1.4,,2,,1,,,,24061,,84,0.166667,0,1800,,2,5,24512,23608,,,,,20763,115316,31415,53307,5860
1,2,3,4.5,0,3,0,2,1,5442,,3673,1635,4,1.33333,800,1072,0,1,2,15801,1358,,130,,4644,7640,172649,204815,29,3960
1,2,3,1,1,2,1,2,1,310479,,6461,3364,397,1.33333,783,632,0,1,2,6461,,1,,,5045.5,14,1950,6498,11836,315
1,5,0,1.4,,2,,2,,,,9710,,85143,0.166667,0,874,,3,4,24990,,,,,,0,3045,1252,425346,106196
1,3,2,1.33333,0,0,0,0,1,4282,,33095,11,3156,0.75,358,1114,0,0,3,39162,21678,11,,,,0,2445,33334,8559,278
1,5,0,3.6,,1,,1,,,,7374,,5,0.166667,0,341,,1,5,14267,10445,,,,,3,123,151,75,21
1,0,5,,2,,3,,2,19434,,,1548,,6,281,0,0,,0,,,16,305,772.5,5875,217175,116607,3077,1764,40004
1,2,3,4.5,13,6,17,6,3,81658,,100204,577,37,1.33333,575,3234,3,0,2,152210,,,,577,,0,8,113,49888,542629
1,1,4,1,2,12,1,0,2,1861,,5750,3453,801,2.5,2499,2461,1,7,1,5750,5750,,,818,4330.67,3862,201,14616,47587,12577
1,5,0,1.2,,2,,2,,,,24436,,25,0.166667,0,300,,0,4,25820,45894,,,,,4,46696,180071,45556,106988
1,0,5,,1,,2,,1,8182,,,2765,,6,364,0,1,,0,,,8,139,1583,6048,221875,356982,16,110849,168700
1,4,1,3,1,7,0,11,1,1766,,6170,152,399,0.4,139,1269,1,1,4,9309,5418,,152,,,13774,469650,1766,120920,83825
1,5,0,5.2,,3,,1,,,,30332,,2,0.166667,0,740,,2,5,126692,54804,,,,,0,4496,5664,14378,85
1,5,0,2.2,,3,,2,,,,13689,,20,0.166667,0,1094,,1,5,20254,17337,,,,,0,10626,62650,57569,65159
1,1,4,11,1,75,0,0,1,346,,23094,1433,10,2.5,294,420,0,0,1,194943,14564,,,872.5,1992.5,0,752203,16,5,1665
1,0,5,,5,,10,,1,105353,,,431,,6,814,0,1,,0,,,11,269,803,,1,1828,17,51132,69802
1,5,0,2,,4,,2,,,,10178,,27,0.166667,0,1423,,1,5,14037,8457,,,,,0,25679,23599,15006,443594
1,4,1,1.25,0,0,0,0,1,867,,6327,6,451,0.4,1040,504,0,1,4,10013,,6,,,,0,440,867,2152,2208
1,1,4,1,1,0,0,0,1,20813,,456,613,737,2.5,443,160,1,0,1,456,456,,78.5,1147.5,,0,8654,18,31,12832
1,4,1,2,0,4,0,6,1,12,,9949,2487,83,0.4,783,915,0,1,4,20516,25101,,,,2487,4339,37428,41713,248287,288843
1,1,4,5,3,5,1,0,2,241403,,12078,3709,25,2.5,417,744,1,1,1,38301,38301,6,,1152,6838,9,40958,89997,15494,1127427
1,3,2,2.66667,1,0,0,1,3,11546,,2578,29,35,0.75,572,379,0,0,3,7191,,29,,,,0,5595,9940,150954,13151
1,3,2,1.33333,0,0,0,0,2,95662,,1810,4363,815,0.75,519,503,0,1,3,2279,2010,,,1205,7520,673426,86589,40263,88270,34109
1,2,3,3,2,7,2,6,2,4242,,20117,921,12,1.33333,1602,585,3,3,2,48346,42393,,340,591,1831,182752,1340,322081,38071,210208
1,4,1,1.75,1,2,0,1,1,1453,,5717,46,23439,0.4,289,552,1,1,4,7558,,46,,,,0,30488,14509,283811,1453
1,2,3,4.5,1,3,0,4,1,455749,,13738,5927,3,1.33333,534,894,0,2,2,35174,,66,82,,17632,0,6447,17360,2189,282
1,2,3,1,0,0,0,0,1,58560,,1,10,15170,1.33333,632,364,0,0,2,1,1,10,,,,48573,23045,15835,7294,15989
1,1,4,5,4,6,5,0,2,10146,,11989,13389,8,2.5,507,359,0,0,1,55309,55309,,233,,17774.7,0,66,12,21,30
1,5,0,0.8,,0,,0,,,,2028,,51576,0.166667,0,1191,,0,4,2028,2028,,,,,17,3612,54834,149037,162957
1,0,5,,5,,4,,2,33,,,611,,6,486,0,2,,0,,,,163.333,818,1749,424725,10725,761,89811,6015
1,0,5,,0,,1,,1,7,,,222,,6,355,0,0,,0,,,13,328,741,,12,12,209,4,618
1,2,3,3.5,4,1,2,0,2,6021,,79501,2372,4,1.33333,288,1349,0,1,2,234336,465166,,,880,3118.5,25,9451,485,874,54375
1,1,4,7,3,1,3,0,3,39,,38829,4943,5,2.5,872,1623,1,4,1,120759,,,,473,7178,0,8,9827,123843,28295
1,4,1,2,2,1,0,1,2,9,,29167,2976,19,0.4,221,377,1,2,4,68482,96832,,,,2976,22879,1783,56001,20467,102511
1,1,4,0,1,1,1,0,2,11,,,2405,,2.5,466,326,2,0,0,,,6,84,628,8902,29326,4614,24,11422,361010
1,0,5,,4,,3,,2,165139,,,12661,,6,462,0,1,,0,,,,,,12660.8,89294,32560,107088,117507,57483
1,0,5,,1,,1,,1,7,,,3624,,6,341,0,0,,0,,,,249.5,518,8552.5,183,125,20,1404,95
1,3,2,1,0,0,0,0,1,174723,,18113,10,438,0.75,494,130,0,0,3,18113,54104,9.5,,,,0,6966,150,122,1346
1,5,0,1.6,,0,,0,,,,14604,,63,0.166667,0,1084,,0,5,19324,,,,,,0,31,43,4527,50
1,4,1,2.25,0,1,0,0,2,5603,,5542,31,62,0.4,131,2790,0,2,4,11742,15230,31,,,,0,106,8243,5603,93231
1,0,5,,2,,2,,4,87,,,5822,,6,349,0,0,,0,,,35,399,1155,13761,16,82,4,428,5
1,5,0,1.6,,0,,1,,,,17582,,261,0.166667,0,1217,,4,4,29490,16647,,,,,0,238,153,1169,7365
1,5,0,3,,0,,1,,,,11243,,11675,0.166667,0,611,,1,5,16828,18153,,,,,0,7314,72347,51547,54735
1,5,0,1.6,,0,,0,,,,62384,,425,0.166667,0,772,,1,4,120487,5126,,,,,0,2866,6899,11595,35
1,1,4,3,1,0,1,0,1,223,,417,335,7,2.5,820,437,1,2,1,1163,,49,293,703,,12,859,2871,6,13727
1,3,2,10.6667,2,52,0,58,2,170086,,10236,3938,119,0.75,434,636,1,0,3,59878,82592,,,,3937.5,20296,51664,4737,309337,909781
1,5,0,3.6,,5,,5,,,,10543,,2528,0.166667,0,300,,1,5,19988,12131,,,,,16417,2309,26,313760,266586
1,5,0,2.4,,0,,0,,,,25065,,7,0.166667,0,523,,3,5,37859,25472,,,,,0,1140,865,27866,2662
1,2,3,2.5,1,3,1,0,2,128731,,1477,1185,93,1.33333,300,595,1,0,2,3476,111,51,321,,3183,8912,6,3,22170,167462
1,1,4,1,3,4,3,0,2,3616,,31,4143,1065575,2.5,202,297,1,2,1,31,,,,456,5372.33,644,8,50,25148,10844
1,5,0,1.6,,3,,3,,,,15234,,14922,0.166667,0,193,,1,5,22145,,,,,,1,158306,48925,31842,2685
1,3,2,1.33333,8,6,2,4,3,222,,2436,959,335,0.75,1408,920,1,1,3,2708,,,,959,,85,40,2670,185741,102798
1,5,0,0.6,,0,,0,,,,2393,,21,0.166667,0,3233,,2,3,2393,2393,,,,,8,1825,9730,127,2939
1,4,1,3.75,7,11,0,12,4,56,,2957,290,5745,0.4,224,636,1,1,4,5035,4081,,290,,,5524,89403,56,94429,189113
1,3,2,4,0,1,0,1,1,6699,,8148,21,7,0.75,780,483,1,2,3,22836,,21,,,,0,382,116,12783,124744
1,5,0,3.8,,2,,1,,,,14520,,8,0.166667,0,511,,2,5,26945,13938,,,,,0,9906,18984,10067,34317
1,5,0,4,,0,,1,,,,29196,,4,0.166667,0,1197,,4,5,78680,94943,,,,,2752,23,16723,542,2709
1,2,3,1,0,2,0,2,1,122506,,3697,107,3962,1.33333,395,767,0,2,2,3697,,35.5,250,,,2,2214,2849,5031,3
1,1,4,1,6,0,9,0,2,15534,,,3214,372093,2.5,467,1395,1,0,1,,,,156,978,5861.5,5,6,74676,15,131
1,3,2,4,0,7,0,9,1,2990,,8989,265,114,0.75,249,463,0,0,3,21051,17430,,265,,,22716,2883,4021,3096,219057
1,0,5,,1,,1,,1,75713,,,662,,6,665,0,0,,0,,,57,390,955,,20,37,20,168449,184075
1,5,0,3,,2,,2,,,,37935,,3750,0.166667,0,377,,0,5,102211,57671,,,,,6,90,24421,21488,10176
1,3,2,1.66667,1,1,1,1,1,43886,,11331,62,161,0.75,500,546,0,3,2,25974,2979,16,107,,,50906,724044,70786,150227,3763
1,4,1,2,4,3,0,1,1,81,,2831,137,4755,0.4,737,1909,0,1,4,7964,483,,137,,,37,10892,25806,21,81
1,5,0,2.2,,0,,0,,,,17620,,3,0.166667,0,626,,2,5,34170,28156,,,,,0,8227,7406,1085,6271
1,4,1,1.75,1,2,0,3,1,4140,,2194,56,1399,0.4,1484,2366,1,2,3,3813,56,56,,,,26,17684,21176,4140,107927
1,0,5,,1,,1,,1,572,,,5520,,6,522,0,0,,0,,,,287,,6828.5,1208,187,612,1422,44
1,5,0,2.2,,3,,3,,,,20758,,521,0.166667,0,648,,0,5,47586,30913,,,,,2073,25,43494,232661,57997
1,0,5,,2,,1,,1,100,,,4883,,6,381,0,1,,0,,,,395,887,7711.67,9,2762,18634,1425,48
1,3,2,1.66667,3,0,0,0,2,16,,2160,212,79,0.75,459,1302,5,0,3,3571,1090,,211.5,,,0,8804,4027,272,752
1,5,0,1.4,,7,,1,,,,12917,,52,0.166667,0,1363,,2,5,15025,15025,,,,,47,697,4654,18857,8121
1,2,3,2,9,0,11,0,4,28,,516,3961,1724,1.33333,293,1007,0,0,2,1031,1760,,,,3961,13,1335,517,4455,382280
1,5,0,1,,0,,1,,,,7005,,36,0.166667,0,1933,,1,4,7262,10042,,,,,15,281301,725512,11321,21574
1,0,5,,0,,0,,1,209,,,864,,6,345,0,1,,0,,,26,,811.667,1858,439464,780,51042,3023,38980
1,0,5,,3,,4,,3,87218,,,1136,,6,457,0,0,,0,,,,90,1189,2076,62046,1082,1537,262103,1377
1,5,0,1.2,,0,,0,,,,7427,,18,0.166667,0,1519,,0,5,8034,,,,,,0,50577,1245,37679,103682
1,2,3,1,0,1,0,0,1,147270,,3099,639,342,1.33333,307,1934,0,0,2,3099,,3.5,,,1910,0,27,41724,142361,22
1,0,5,,9,,9,,3,199996,,,610,,6,641,0,1,,0,,,23,278,,2192,126383,234293,26481,5470,99784
1,3,2,1,0,1,0,0,1,27326,,2639,11,602,0.75,360,1166,0,0,2,5267,11,11,,,,0,41914,11538,25,1199
1,0,5,,3,,3,,2,1654,,,2658,,6,811,0,1,,0,,,,140,1263.5,5312.5,124,73,22,18224,232110
1,0,5,,2,,2,,1,345,,,904,,6,362,0,1,,0,,,3,392,826.5,2471,495,6928,4481,137792,37728
1,5,0,1.8,,1,,1,,,,82615,,32,0.166667,0,394,,0,5,109613,,,,,,18847,11724,3899,74,5885
1,5,0,2.2,,1,,1,,,,26006,,9,0.166667,0,1243,,1,5,77544,12915,,,,,75451,146689,28418,11583,14045
1,5,0,0.8,,0,,1,,,,720,,107,0.166667,0,287,,1,4,720,,,,,,12,338,22707,3293,5694
1,5,0,6.4,,12,,10,,,,15594,,6,0.166667,0,492,,0,5,49954,7309,,,,,0,483,719,30463,68155
1,5,0,2.4,,11,,20,,,,5321,,39,0.166667,0,477,,1,4,13444,4469,,,,,0,8590,24417,5768,20140
1,0,5,,1,,2,,1,147165,,,1407,,6,664,0,1,,0,,,,347,834.5,3610,0,17,150,5652,4
1,0,5,,1,,1,,1,334,,,1362,,6,1149,0,2,,0,,,,,582,2532,1138000,67,4097,1630,23
1,3,2,2.33333,2,3,2,2,2,9461,,20015,83,39,0.75,108,529,0,0,3,23194,7907,,83,,,96658,19,2504,11762,7139
1,4,1,1.75,2,1,0,1,2,3,,9597,32,53353,0.4,41,409,0,0,4,15913,149,32,,,,0,146069,2290,1940,13170
1,0,5,,1,,1,,2,56,,,211,,6,510,0,1,,0,,,22,168,821,,129014,9,607,10,41881
1,0,5,,1,,0,,2,848,,,1078,,6,354,0,1,,0,,,60,301,1048,1991.5,0,18,36,6,18
1,1,4,5,2,4,1,0,1,16041,,13612,3605,4,2.5,464,465,1,0,1,41106,41106,,99,1418,6450.5,122,19,4,1701,140
1,4,1,1.25,0,2,0,2,1,325,,82490,35,115,0.4,219,4955,1,4,4,82867,109283,35,,,,27,297012,11136,21663,325
1,4,1,1.75,1,1,0,1,2,0,,4259,40,63,0.4,152,699,1,1,4,6461,3450,40,,,,18,8461,0,80962,50308
1,3,2,2.33333,1,0,0,0,1,15,,4728,1071,7,0.75,169,533,2,0,3,6472,4157,,375,,1766,83697,5761,2795,82534,98000
1,4,1,1.5,0,1,0,2,1,1567,,15971,37,2190,0.4,742,528,0,2,4,26942,12657,37,,,,4,1428,212,158,1196
1,0,5,,1,,1,,1,1415,,,1875,,6,679,0,0,,0,,,,96,573,2901.33,1339,1036867,4221,14,17325
1,5,0,5.6,,3,,3,,,,17755,,4,0.166667,0,603,,2,5,64807,61933,,,,,22,231516,8880,9916,79129
1,3,2,3.33333,1,1,1,0,1,1108,,19291,867,632,0.75,205,855,1,0,3,64498,,60,,,1674,0,7,233070,34186,48008
1,2,3,5.5,5,11,3,8,2,6,,34817,6023,8,1.33333,570,373,2,1,2,125718,36968,,,,6022.5,0,272,14553,1613,10067
1,3,2,2.33333,1,4,0,5,1,16445,,36487,905,210,0.75,718,1144,0,3,3,68015,2512,,78,,1732,30553,1845,437656,28,19853
1,4,1,2,0,0,0,0,1,6,,19701,617,155,0.4,896,370,0,2,4,32905,6642,,,617,,3,72,56476,1009,1718
1,2,3,1.5,1,0,0,0,1,927,,53042,11705,10,1.33333,701,521,2,0,2,97929,,,382,1142,33591,14,1434,3492,8166,27274
1,1,4,2,1,0,1,0,1,83404,,25969,405,21,2.5,315,404,1,0,1,49299,2639,,234.5,576,,37242,20,1274,1438,70966
1,0,5,,6,,8,,3,134,,,8925,,6,686,0,1,,0,,,,,1016,10901.8,5576,5,56,23512,15811
1,1,4,1,3,1,3,0,1,1426,,6228,1512,11,2.5,663,781,1,0,1,6228,,7,,1095.5,3848,377716,48,8692,77223,5573
1,3,2,2.33333,2,2,2,1,1,407,,6915,455,223,0.75,180,848,1,1,3,9603,,,334,575,,0,1256,137,7273,30300
1,1,4,1,0,2,1,0,1,579059,,2005,3283,42,2.5,157,941,0,0,1,2005,2005,,260,890,5991,58845,3,20430,62995,49224
1,0,5,,0,,0,,1,209462,,,183,,6,2077,0,1,,0,,,31.5,113,627,,23,20,23,58,15
1,0,5,,3,,3,,2,1378,,,3845,,6,257,0,0,,0,,,,,1074.5,5691.67,4,9681,21682,2833,238042
1,1,4,2,3,2,3,0,3,2896,,71,429,11529,2.5,749,2467,1,0,1,141,141,,141,573.5,,34,11529,9711,3286,37162
1,0,5,,1,,1,,1,14,,,1937,,6,342,0,1,,0,,,64,139,1192,7096,1,58,1136,1461,7532
1,1,4,1,1,0,1,0,1,6,,76,332,9,2.5,1040,986,0,1,1,76,,1,76,625,,11412,24,131150,9,581508
1,4,1,2.75,3,5,0,3,4,556,,38361,1126,86,0.4,773,1251,0,2,4,79031,70492,,,1126,,11,549,321,556,159051
1,5,0,1.4,,1,,1,,,,61130,,4,0.166667,0,526,,1,5,62956,100974,,,,,6,10033,2182,122,8508
1,5,0,3.2,,2,,2,,,,47741,,3,0.166667,0,317,,2,5,120860,,,,,,0,31,84,20,4976
1,1,4,0,0,0,0,0,1,312543,,,2715,,2.5,644,317,0,4,0,,,33,180,,10468,11,10,1172,139,17327
1,4,1,1.5,1,3,0,0,2,14,,30800,,446451,0.4,342,1056,0,0,4,60348,80299,,,,,6,10186,6055,31363,184663
1,5,0,1.6,,0,,0,,,,12151,,5,0.166667,0,1405,,1,4,20632,,,,,,0,143,27664,239845,7255
1,4,1,1,0,1,0,1,1,733721,,26900,4,13,0.4,255,2977,0,3,2,48019,,4,,,,2,20421,1203,196296,76
1,0,5,,1,,1,,1,8420,,,465,,6,513,0,1,,0,,,28.5,95,1086.5,,323984,1429,14464,107,2871
1,2,3,2,1,3,1,1,1,239047,,13518,79,256,1.33333,441,671,0,1,2,20609,,6,116,,,61,3,10,7900,29
1,0,5,,0,,1,,1,91750,,,9554,,6,451,0,0,,0,,,,191,,18916,59060,49113,10097,839088,584753
1,2,3,3,1,4,1,2,1,372842,,556,1820,21345,1.33333,482,920,0,2,2,1566,,,81,566,4812,7,350820,20789,496757,56810
1,1,4,2,18,2,29,0,3,199943,,21393,10766,10,2.5,758,3196,1,3,1,24718,,48,,,16124.5,20047,174222,138440,1697,42
1,0,5,,2,,1,,1,556,,,1048,,6,563,0,1,,0,,,48.5,,1280,1930.5,920,3707,1655,319168,3475
1,1,4,1,1,0,0,0,1,95605,,37,1399,369,2.5,628,2165,0,0,1,37,,21.5,371,,5180,233619,21923,43016,369,6349
1,4,1,1.75,3,4,0,2,2,1762,,19871,112,592,0.4,786,810,0,1,4,33829,33806,,112,,,0,80802,44554,6807,1762
1,5,0,2.2,,1,,1,,,,15253,,406,0.166667,0,559,,1,5,16480,45913,,,,,0,20224,99231,93560,44520
1,3,2,2.33333,2,5,2,4,2,8480,,3661,9856,383,0.75,588,527,1,0,3,5602,7700,,,,9856,36519,4216,75,7123,1119
1,4,1,5,2,6,0,1,2,115,,27166,175,6,0.4,1852,1559,2,1,4,61908,37925,,175,,,17134,115,2578,1643,90079
1,1,4,3,2,1,3,0,2,15865,,13611,1159,3,2.5,200,299,0,0,1,21100,19677,11,380,930,3315,3014,969,119,5501,100975
1,1,4,2,0,0,0,0,1,31641,,10090,118,5,2.5,1647,7419,1,2,1,17937,,4.5,232,,,207,6,66,129462,41793
1,5,0,1.8,,1,,2,,,,7068,,66,0.166667,0,408,,3,5,12803,,,,,,6,2750,2156,2358,5832
1,1,4,5,11,4,11,0,5,1663,,5536,16262,9,2.5,189,216,2,0,1,12703,4643,,411,613,63611,370,3689,626,4,5174
1,2,3,1.5,0,1,0,0,1,376839,,10725,409,416,1.33333,321,540,1,0,2,12075,,42,,592.5,,80621,10519,476265,407308,100095
1,3,2,1.33333,2,1,1,2,1,492232,,1549,1490,16,0.75,295,414,0,0,2,1851,1246,,92,,2887,16,653728,1520,25,82552
1,5,0,1.4,,1,,1,,,,146377,,128,0.166667,0,145,,1,5,158309,,,,,,6,21,11004,65000,111774
1,3,2,2,8,0,8,0,2,37627,,1741,171,446,0.75,1011,502,0,0,3,3282,356,,170.5,,,10,81996,7,140179,424092
1,4,1,2,0,-1,0,4,1,8744,,11629,1273,11616,0.4,333,551,0,3,3,38835,56469,,,1273,,8,45,2748,64644,18101
1,3,2,1,3,2,0,1,1,8610,,58963,98,8593,0.75,955,1849,2,3,2,103076,106,,98,,,0,13007,4168,4428,90355
1,1,4,18,1,17,0,0,2,4978,,8988,8077,5,2.5,614,607,0,7,1,58869,58869,,70,614,15811,3,26,76230,517065,5803
1,1,4,2,3,1,3,0,2,734,,16863,806,676,2.5,618,3432,1,0,1,28454,,,331,964.333,,505525,164,45,57,135
