#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7
1,7,0,1.57143,,2,,2,,,,22733,,2811,0.125,0,1144,,1,7,24386,17604,,,,,0,1438,2757,1181,6125,6944,109404
1,4,3,1.75,1,1,1,1,2,139073,,3351,116,1882,0.8,423,1302,1,1,3,6942,1806,3,172,,,5361,16970,6979,3532,7135,167897,64803
1,0,7,,0,,3,,2,164,,,5969,,8,275,0,2,,0,,,,,1026.5,8440.5,0,15,1251,28413,65496,8575,6632
1,2,5,1.5,1,2,1,2,1,33,,29971,2979,123,2,750,3034,1,1,1,87452,486,47,385.5,1115,12961,41877,1016368,8617,41,9871,4575,24
1,7,0,1.85714,,0,,0,,,,23665,,604,0.125,0,1251,,0,7,53790,22187,,,,,14,50661,75893,24677,152672,76169,238931
1,3,4,2.33333,-1,1,1,0,1,41,,32715,2417,14,1.25,372,967,2,0,3,52434,66349,,190.667,,9096,575870,6300,41270,5757,26478,741,48
1,0,7,,1,,1,,2,2101,,,2047,,8,555,0,0,,0,,,61,,773.667,4950,39119,368,18540,24959,33,5225,93059
1,0,7,,2,,2,,2,28085,,,496,,8,897,0,1,,0,,,1,154.333,567,2443,332730,65019,1241,81,10077,33011,91061
1,4,3,1.75,3,2,1,3,2,356796,,31305,557,54988,0.8,367,717,0,1,4,60580,79139,11,,830,,107,25857,1392,233610,81934,221800,8532
1,7,0,1.57143,,2,,2,,,,30654,,15,0.125,0,973,,1,7,31188,7816,,,,,0,7220,11488,25941,9840,52102,2923
1,1,6,12,3,20,6,0,2,3319,,8243,961,2,3.5,496,1111,1,0,1,76362,1062,,225.5,665,2729,415,12412,657,8524,14,77597,42
1,2,5,4,22,3,26,0,4,238962,,24076,1438,21,2,480,1677,2,1,2,35988,35988,,231.5,609,3059,0,99342,210731,211192,82517,3,34
1,6,1,2,0,1,0,1,1,131,,23054,39,16,0.285714,996,1051,1,0,6,38600,45593,39,,,,22,38923,7148,22897,131,8600,8653
1,1,6,1,1,0,1,0,2,1846,,141,54,879,3.5,3818,3087,3,3,1,141,,8,144.5,,,28,813,66,97,9,8,1764
1,2,5,5,2,6,2,2,2,12,,43360,9047,20,2,256,510,1,1,2,172260,1049,,,,9047.4,0,488,5,11,24728,11247,7153
1,7,0,4.14286,,4,,2,,,,28266,,1802,0.125,0,367,,1,7,107774,13934,,,,,19718,249,123,62,687,288178,32926
1,4,3,2.75,1,1,1,0,1,199,,3820,474,11255,0.8,588,3321,0,0,4,11124,390,28,407,988,,0,41889,181500,50169,694,9752,153411
1,7,0,1.85714,,1,,1,,,,26722,,16,0.125,0,1512,,2,7,34650,29539,,,,,1763,8908,1093,2803,218,15404,13853
1,1,6,8,2,5,2,0,2,792,,10015,3102,3,3.5,417,436,0,0,1,32451,,,,1026,5177.5,3263,6,25208,11,45997,38,161328
1,0,7,,1,,1,,1,2206,,,2310,,8,382,0,1,,0,,,,,1278,4889,15717,16140,1197,16,191,8,12901
1,2,5,1,0,1,0,0,1,3536,,1585,4739,342,2,575,883,0,2,2,1585,1707,,340.333,,11338,3,15262,17,13,5,35519,9
1,0,7,,2,,3,,1,205974,,,3265,,8,506,0,0,,0,,,13.3333,275,1052,21216,0,10,18856,10225,10,2839,10
1,6,1,2.83333,2,4,0,1,3,131042,,16376,144,115,0.285714,237,900,0,1,6,32567,22880,,144,,,474,47334,51660,79381,11356,292234,50318
1,3,4,1.66667,1,0,1,0,2,1077,,24539,616,209,1.25,1056,1077,1,2,3,46691,3421,53,74,1168,,30014,1502,12965,4217,91039,227413,159930
1,5,2,1.4,0,1,0,1,1,1064,,35682,25,7,0.5,915,820,0,0,5,36278,86776,25,,,,47,764,890,12621,6,275165,2122
1,7,0,2.85714,,0,,1,,,,20944,,8,0.125,0,548,,3,7,49013,,,,,,0,1146,22692,1485,14493,10056,133
1,6,1,4.16667,6,6,0,7,2,0,,29407,357,3,0.285714,2478,693,11,1,6,76261,16948,,357,,,31,251176,82411,207204,0,872527,14493
1,0,7,,2,,2,,1,80,,,1499,,8,277,0,1,,0,,,25,186,700.667,4089,0,18836,877501,38,53199,38833,33969
1,7,0,3,,2,,2,,,,30543,,9,0.125,0,1125,,1,7,87730,37099,,,,,4012,1861,2610,8589,7203,1545,40221
1,0,7,,4,,4,,3,4757,,,9166,,8,351,0,1,,0,,,,,835,12497.8,1752,15663,14743,128142,39950,53469,7055
1,5,2,2,1,1,0,1,1,341628,,133757,,101,0.5,454,522,0,1,5,145573,298811,,,,,117615,23541,1395,82,1352,8959,12192
1,0,7,,0,,0,,1,365804,,,2563,,8,112,0,0,,0,,,,68,895.333,5062.33,0,75008,11,18,62887,1699,2963
1,7,0,1.71429,,1,,0,,,,66687,,8,0.125,0,700,,3,7,128509,1166,,,,,0,9876,180,862,149,1651,1525
1,1,6,4,5,3,6,0,3,97,,12964,2963,1,3.5,559,568,1,0,1,25965,3617,,,949.333,5984,2940,122539,226193,92758,15736,823,10128
1,1,6,4,2,5,2,0,1,2,,6874,3812,1,3.5,428,484,1,1,1,23151,23151,22.5,161,,7555.33,46007,180,18569,84617,40781,287943,283215
1,2,5,1.5,1,1,1,0,1,6,,48765,851,49,2,252,522,1,0,2,51207,51207,,418.5,1139,,17,6,32,377,20204,31761,54753
1,2,5,4,1,3,0,3,1,68,,6221,2716,30,2,282,813,0,1,2,15130,,,381,,3494.67,9951,65,26238,20092,66078,19500,1389158
1,5,2,2.2,4,5,4,5,1,94166,,37852,3153,60,0.5,503,1603,1,2,4,83626,146268,1,,,6305,51796,18904,25794,131242,44383,1360,491540
1,6,1,1.5,1,1,0,1,1,14381,,29487,50,7182,0.285714,549,741,0,1,5,65890,7041,50,,,,20,14381,274884,53609,8198,20658,158127
1,7,0,2.71429,,2,,3,,,,5117,,110,0.125,0,989,,2,7,10328,2656,,,,,0,1753,1517,22703,29095,7130,38886
1,2,5,4.5,1,2,1,1,2,807,,1456,698,1934,2,338,2043,0,0,2,3928,41,63,119,616,2628,1183,582,281,689,7656,109590,221588
1,2,5,2,1,1,0,1,2,195,,105,175,159,2,661,1214,1,1,2,105,105,,105,457,,51,8,72,20059,237,12,153
1,0,7,,1,,1,,2,5520,,,734,,8,275,0,1,,0,,,13,381,948.4,,0,36,121068,9970,4163,8675,7216
1,6,1,8.5,0,4,0,3,1,151,,15099,60119,3159,0.285714,374,1127,0,0,6,68273,,,,,60119,7,83,35896,8568,5945,1345,13626
1,6,1,2.16667,4,2,0,2,2,128440,,53997,661,47330,0.285714,179,593,0,1,6,112314,25867,,,661,,5,21674,170079,324035,37365,60354,44901
1,0,7,,1,,2,,1,83,,,511,,8,675,0,1,,0,,,41,182,996,,9478,33,2723,12,126061,1456,2830
1,0,7,,0,,0,,1,28,,,878,,8,290,0,1,,0,,,13,96.3333,956,3929,100899,2517,291,1282,193,1396,4457
1,1,6,4,5,14,3,0,3,45366,,77644,9364,18,3.5,643,6509,1,6,1,298811,3299,,438,931,13703.8,42,13,10,398880,561120,81613,307042
1,7,0,4.28571,,3,,2,,,,41672,,110,0.125,0,1593,,1,7,111062,54591,,,,,4124,170,169,19893,124,7429,429488
1,6,1,2,1,4,0,2,1,6,,15721,769,7090,0.285714,101,539,1,0,6,26229,12262,,,769,,55275,60549,53530,8172,10,70710,11677
1,2,5,5,4,5,2,4,2,342,,45458,1500,29,2,431,1781,0,2,2,194781,149556,,,951.5,1866.33,0,106908,28,60874,86312,16714,27525
1,0,7,,2,,2,,3,106045,,,3023,,8,868,0,0,,0,,,,,1204.67,4387,0,5515,13,4844,52745,1753,512343
1,0,7,,1,,2,,1,147593,,,648,,8,669,0,0,,0,,,18,191.5,554.5,3006,6,547632,12520,132,13,13,15605
1,1,6,2,0,2,0,0,1,199253,,1567,3312,41781,3.5,855,2111,0,0,1,3100,3100,34,,1609,9079.5,10922,4090,13,16643,1363,20553,47416
1,3,4,3.33333,2,2,0,2,2,24874,,13455,12198,17,1.25,754,978,3,2,3,52833,13692,,251,903,23819.5,17,17168,44940,2549,7231,164568,2
1,5,2,2.8,3,4,2,3,2,45965,,2729,577,49770,0.5,813,623,1,1,5,4890,8401,1,,1152,,4287,112101,6243,71396,6046,158175,26559
1,6,1,1.16667,0,-1,0,2,1,100,,37273,1,94,0.285714,1219,3300,3,2,6,43395,,1,,,,7,8563,100,76,1177,134,9771
1,0,7,,2,,1,,2,1872,,,11908,,8,754,0,0,,0,,,,,1050,20052,48,1718,24,9705,2615,20522,332231
1,4,3,3,1,2,1,1,2,403146,,5916,769,28700,0.8,249,1754,1,1,4,10012,1485,,258,,1792,7370,11185,54981,1429,164699,31,307886
1,1,6,2,1,0,0,0,1,125,,6732,82,13,3.5,401,377,2,3,1,13368,95,21,384,,,0,2846,11,6,834,32005,4291
1,2,5,1,0,0,0,0,1,1828,,418,15,250620,2,458,281,0,2,2,418,,15.4,,,,331,4189,153,28,2811,39830,276753
1,0,7,,2,,2,,2,11996,,,2399,,8,743,0,0,,0,,,,253,662.333,6078,45166,16,13734,101384,54452,456658,7269
1,7,0,2,,0,,1,,,,20315,,6,0.125,0,1802,,3,7,46589,685,,,,,6,54,83499,2757,147,916,1264
1,3,4,2.66667,5,3,4,0,2,26,,13157,5329,1109,1.25,126,463,0,1,3,14718,14718,,,792.5,9864.5,5,1213,1527,11,1427,556956,135486
1,0,7,,1,,1,,1,142,,,936,,8,529,0,0,,0,,,,226.5,888,2546,317586,5118,12,306,12966,38517,112550
1,0,7,,7,,10,,3,10640,,,5118,,8,1058,0,1,,0,,,,286,1492,6809.4,579,5290,323,62,1435,16765,3418
1,7,0,1.71429,,0,,0,,,,3532,,12552,0.125,0,771,,0,7,7553,911,,,,,7,71957,7366,101997,208845,346179,18373
1,7,0,1.85714,,2,,1,,,,8921,,14061,0.125,0,989,,0,7,12339,16404,,,,,102690,5946,17157,16785,133985,46451,31194
1,7,0,1.28571,,0,,0,,,,3796,,34012,0.125,0,536,,2,6,7630,,,,,,22,9141,9583,3005,5620,10450,41777
1,5,2,9.2,0,5,1,4,1,10,,11766,3582,3,0.5,386,398,0,1,5,62777,25623,,,625,6538,26,15,349,132,2979,6989,1216
1,5,2,1.2,0,1,0,1,1,8883,,22230,30,2489,0.5,1528,2110,0,2,5,22407,13656,30,,,,0,12396,623,5369,7424,23429,14066
1,5,2,4.4,1,8,1,10,1,625845,,12871,696,27,0.5,296,507,1,0,5,38313,23703,6,,1385,,13,29,25899,1145,81011,578347,85360
1,7,0,1.71429,,1,,1,,,,11394,,131532,0.125,0,784,,1,7,23320,16081,,,,,0,11599,10009,17444,152531,14685,16851
1,2,5,7.5,2,22,1,20,2,27043,,2090,9494,210779,2,873,887,0,0,2,14836,12785,,,,9494.2,0,20134,27,27,73327,2967,493134
1,0,7,,6,,7,,2,30,,,2703,,8,244,0,1,,0,,,,250,859,5364,29,216672,15,623,39623,10,11323
1,3,4,1.33333,0,1,1,0,2,335,,6273,568,12,1.25,362,2653,1,3,3,8612,11377,12,,1123.5,,15,4439,3980,1445,63676,25271,24901
1,6,1,1.66667,1,1,0,1,2,1306,,1308,46,38598,0.285714,358,1621,0,2,5,3027,46,46,,,,27,26,41602,285,1306,28,18733
1,1,6,2,8,2,6,0,4,8225,,8450,2013,7,3.5,844,648,2,0,1,16368,531,,,541,4220,108,20,1530,2774,8562,159,4341
1,7,0,1.42857,,0,,0,,,,8209,,61,0.125,0,729,,1,6,9110,7009,,,,,289904,1200,5779,2674,3079,5818,12756
1,4,3,2.75,1,3,1,2,2,10834,,65641,603,14,0.8,1201,740,1,0,4,109819,79123,37,121,,1650,122680,2800,178895,81215,3,124261,11235
1,0,7,,1,,1,,1,16,,,3510,,8,320,0,0,,0,,,1,181.5,1493,7570.33,44687,4329,5,1534,1426,1006,1862
1,0,7,,5,,5,,3,31,,,3189,,8,270,0,0,,0,,,8,133,953,6758,75,1513,8270,357642,6470,212008,612539
1,7,0,2.42857,,2,,1,,,,5591,,85841,0.125,0,316,,0,6,9485,,,,,,2,1065,56314,83923,20,7414,159715
1,5,2,1.4,0,2,0,1,1,112064,,4630,69,34210,0.5,268,1188,1,0,5,8100,34277,51,86,,,4188,16,20141,5999,1171,7289,2876
1,7,0,1.42857,,1,,2,,,,15692,,70580,0.125,0,3115,,3,7,20471,24025,,,,,0,51794,8375,7564,4032,42040,17025
1,0,7,,2,,2,,2,3621,,,5556,,8,521,0,0,,0,,,23,250,1475,15668.5,49215,89525,77741,16674,222360,136914,41674
1,1,6,2,0,0,0,0,1,340407,,10402,637,15,3.5,352,2763,1,1,1,12318,12318,9.25,194,,3588,66,7,3454,23,27,24,3073
1,6,1,1.5,6,3,0,5,3,1941,,2309,145,4377,0.285714,57,958,0,1,5,2508,3182,,145,,,0,20706,1138,1941,1,66196,16714
1,6,1,1.5,0,0,0,0,1,1178,,40287,1,84,0.285714,584,902,0,0,6,72127,,1,,,,455,1362,4231,6048,38774,512,4104
1,1,6,6,3,10,4,0,2,148,,8300,6374,3,3.5,761,227,1,0,1,28655,1080,,,617,9252.5,10,852,5627,17,4,909,8
1,2,5,1.5,3,3,4,2,2,14796,,1958,471,9965,2,462,536,1,2,2,3527,3527,37.3333,,1122,,11,10284,3,9,394860,657716,11480
1,7,0,2.14286,,3,,3,,,,42104,,24,0.125,0,937,,1,7,92528,100831,,,,,0,13079,16043,22790,20506,319286,32151
1,0,7,,1,,1,,1,66,,,890,,8,590,0,1,,0,,,64,,708.6,2626,60481,120,2814,824,40846,10661,209355
1,3,4,4.33333,3,4,3,2,5,8790,,27544,1490,163,1.25,387,624,1,1,3,158244,4601,,201,1165,4391,11,736,9034,1007,38944,344533,574530
1,3,4,2,0,0,0,0,1,4062,,47,24,4858,1.25,2755,2859,0,0,3,71,70,24,,,,6458,33,706,22331,973,119541,14501
1,6,1,1.5,0,0,0,0,1,3,,4296,19,1159,0.285714,128,564,0,1,6,4531,6251,19,,,,0,18500,6764,16149,70847,3,27159
1,1,6,2,1,2,1,0,1,189,,233988,226,7,3.5,267,1111,1,0,1,465166,2809,27,164,671,,0,87497,498524,6,115,9746,423
1,0,7,,2,,2,,1,957,,,6118,,8,470,0,1,,0,,,,177,912,19499.5,3,5450,38156,4,12101,5526,60687
1,2,5,3,3,2,1,0,3,140,,1138,3500,69,2,359,789,1,1,2,2185,1003,66,,846,5530,97694,99206,38,1341,544330,322285,4506
1,0,7,,1,,1,,1,127335,,,1097,,8,681,0,0,,0,,,19.5,,893,2481.5,0,26,58,59,31630,25999,107472
1,5,2,3,0,0,0,1,1,2830,,12201,25,46,0.5,467,531,0,0,5,44696,641,25,,,,17,17187,4279,17427,1381,16143,91919
1,0,7,,2,,2,,2,149388,,,9087,,8,820,0,0,,0,,,,257.333,,17916,22,156,386244,25292,71873,374813,191601
1,7,0,2.14286,,0,,0,,,,16410,,419,0.125,0,666,,3,7,21404,1173,,,,,0,4583,2763,21750,9799,34982,165272
1,5,2,1.6,0,0,0,0,1,48978,,9183,73,561,0.5,100,4201,0,0,5,9823,8767,,73,,,5,58231,8426,14682,41634,3,290742
1,5,2,4.4,2,3,2,2,1,75,,26166,17577,3,0.5,1228,600,0,0,5,66221,29684,,,,17577,10,89,1374,1254,10297,279266,351416
1,4,3,2.25,2,6,1,8,2,11883,,4173,14253,65058,0.8,755,579,0,1,4,8246,8781,,,,14252.5,34282,548,31676,15,18704,108087,1165937
1,5,2,2.4,1,2,0,1,1,2152,,11329,86,317,0.5,922,1162,1,2,5,28225,678,,86,,,560930,2946,15,3485,1663,60600,70453
1,5,2,2.4,1,13,0,21,1,185,,14691,410,68588,0.5,287,949,2,0,5,51322,49287,15,,805,,31783,21,6804,23759,2389,4496,19669
1,7,0,1.57143,,0,,1,,,,4163,,14,0.125,0,2672,,2,7,6265,1943,,,,,9,84,147,4426,10137,44453,218669
1,1,6,9,2,22,4,0,2,46,,3014,37590,5,3.5,562,882,0,1,1,21940,1666,,234,860,223117,8804,6,3087,13,11,797,18251
1,7,0,1.14286,,0,,0,,,,9403,,66,0.125,0,1439,,0,7,10392,8477,,,,,18829,60844,2280,2965,5605,8735,4308
1,4,3,1.75,1,2,1,1,1,3697,,9779,1309,2771,0.8,380,1521,1,1,4,10466,16858,,83,,1922.5,0,93,151181,330226,745,10264,201875
1,7,0,1.42857,,0,,0,,,,5940,,48301,0.125,0,642,,1,7,6528,1418,,,,,0,5510,4506,155,215,10895,5843
1,1,6,1,1,1,1,0,2,98,,4560,3721,2216,3.5,321,1219,0,0,1,4560,4560,,322,974,8168.5,606,11648,1,667,20,72,365718
1,0,7,,3,,5,,3,47,,,3085,,8,1188,0,1,,0,,,35,159,738.667,9591.5,0,170,46305,18333,21705,14656,132402
1,6,1,3.66667,0,1,0,2,1,45891,,33712,43,20,0.285714,5577,1305,3,2,6,80679,32507,43,,,,1,28984,8563,1515,6796,31,601207
1,6,1,1.33333,1,0,0,0,1,1250,,7116,29,1052,0.285714,1741,504,0,1,6,12078,17397,29,,,,144109,1250,22063,2915,30153,58577,47931
1,1,6,2,8,5,8,0,4,52448,,6829,9929,3,3.5,301,674,0,0,1,11955,1703,,217,861,16188.3,33009,5514,3267,3891,123906,103961,18732
1,6,1,1.16667,1,1,0,1,1,1461,,6999,50,1552,0.285714,201,589,0,1,5,12537,18730,50,,,,0,1461,2622,5665,554,891,1512
1,2,5,2,0,1,0,0,1,305556,,4309,888,1437,2,883,1519,0,1,2,8542,,16,190,,2459,349748,1241,139830,122361,14,14,445119
1,5,2,1.8,0,0,0,0,1,304,,44171,19,185,0.5,548,1132,5,0,5,108881,123895,19,,,,0,523,8113,84,48982,283685,263626
1,4,3,5,8,25,5,29,2,45,,3403,739,11,0.8,289,341,2,0,4,9351,,,,739,,0,3,2693,129,1444,3,18
1,1,6,4,1,1,1,0,1,89709,,7674,1109,6,3.5,810,515,1,2,1,19086,5386,17.5,,,3290.5,11,241635,111104,15108,4,287280,161
1,4,3,2.25,1,3,2,1,1,106538,,5650,171,1844,0.8,2332,1460,0,2,4,10202,9854,32,,448,,81962,6019,54668,472264,15686,4665,126422
1,6,1,1.33333,2,16,0,16,1,2707,,11154,1821,162,0.285714,263,2290,0,5,6,15588,13887,,,,1821,7,53139,191,1429,7361,42861,17672
1,0,7,,8,,10,,2,41,,,56018,,8,366,0,1,,0,,,,246,,67172.8,1528,68,534,1347,1234,2601,2031
1,5,2,1,1,1,0,1,1,2183,,258,36,1093,0.5,1193,819,1,1,4,266,36,36,,,,17676,2609,50663,121040,38394,1756,109441
1,7,0,1.28571,,1,,1,,,,52179,,564,0.125,0,636,,1,6,93905,11182,,,,,1,18769,324008,70861,163850,487317,63303
1,3,4,2.33333,2,3,2,3,1,1136,,12378,2413,466,1.25,598,1067,3,1,3,26620,4609,,,1398,2751.33,0,27274,4308,14138,272,102,1220
1,2,5,1.5,1,3,1,2,1,6472,,1210,2054,105,2,131,570,0,1,2,2348,143,,143,1589,3475,7,5734,18390,165,92234,4866,45432
1,0,7,,3,,2,,2,23302,,,3966,,8,470,0,1,,0,,,42,232.5,489,8922,21,10,116300,23010,565940,40201,109587
1,0,7,,1,,1,,1,160371,,,3235,,8,950,0,0,,0,,,,289,935,6517.33,3,282300,2468,5,19,99488,48892
1,4,3,2,0,1,0,1,1,461,,4055,758,12235,0.8,625,7122,0,0,4,8108,531,13,83,,2177,15,105352,787,96,4888,3626,118
1,1,6,3,3,21,2,0,2,76225,,5083,8289,8,3.5,437,602,1,0,1,8430,8430,,,1269,11798.8,0,31161,56194,81396,94254,96351,21786
1,6,1,1.66667,0,1,0,1,1,6,,17369,1,62049,0.285714,394,565,0,2,6,42050,17113,1,,,,0,1117,1607,65,4782,2505,9814
1,0,7,,2,,2,,1,85066,,,1237,,8,450,0,2,,0,,,21,144,995,3667,816607,31816,6938,2711,156,7276,8293
1,3,4,3,1,3,2,2,2,14,,12221,250,5,1.25,226,252,2,0,3,32712,,52,194.5,560,,0,12099,755,2944,2861,7219,1277
1,3,4,3.33333,3,4,4,0,2,184251,,29874,4850,9678,1.25,1432,1085,1,0,3,72014,9195,1,,475,9461.5,1930,274590,332325,40307,321289,51849,525807
1,4,3,1.75,1,1,1,1,2,22416,,12835,9986,101034,0.8,2081,841,0,1,4,27115,5065,,432,,14762.5,38889,109,4004,59270,127832,1586,403472
1,6,1,2.16667,1,1,0,0,2,1750,,44478,39,136,0.285714,788,2729,0,2,6,86419,37226,39,,,,1,1750,51785,31581,40275,47182,94218
1,1,6,1,1,0,1,0,1,964,,788,632,387,3.5,649,898,2,0,1,788,788,24.5,310,822.5,1789,32839,2810,147,2941,29,1350,66418
1,1,6,2,10,0,16,0,3,2136,,872,2258,581,3.5,648,1740,2,0,1,1733,1733,58,231,,6485,15005,2739,5243,8745,82558,724,215359
1,6,1,1.33333,0,3,0,2,1,54028,,10853,6,1888,0.285714,554,1274,0,1,6,13338,8367,6,,,,0,2072,29883,991,4691,136731,57708
1,1,6,2,1,0,0,0,1,6197,,22,200,304,3.5,1197,1509,0,0,1,31,31,23.25,434,671,,214,25548,158,3255,633225,14,1344
1,5,2,4.6,2,11,2,11,1,35134,,8599,4218,145,0.5,90,407,0,0,5,24435,16425,,,,4218,837,109552,1146,3283,179805,537,238485
1,7,0,2.71429,,3,,4,,,,83268,,8,0.125,0,336,,2,7,104800,28651,,,,,0,17478,9984,18810,15969,5740,11520
1,5,2,1.6,2,2,2,1,2,535821,,20097,814,90746,0.5,672,1043,0,1,5,36821,27856,,79,1549,,3,45015,3,9682,242364,4282,15559
1,6,1,1.33333,0,0,0,0,1,1458,,1279,10,19525,0.285714,259,1589,0,1,6,1331,2735,10,,,,36,12656,10065,1458,10151,1369,36251
1,1,6,2,2,4,2,0,2,38,,17154,8980,11,3.5,329,761,0,0,1,33663,645,,176,912,13198.2,7764,23941,1261,192,2732,4,107
1,7,0,1,,1,,1,,,,960,,5195,0.125,0,1332,,2,5,1203,,,,,,0,5466,56,31749,2893,8626,3204
1,3,4,2.33333,10,1,11,0,3,374325,,8571,3037,7,1.25,768,1140,0,1,3,20534,3536,,,1057.67,8973,70327,14233,193501,414790,26075,38076,36078
1,6,1,2.83333,2,3,0,2,2,36,,31180,142,37,0.285714,320,391,0,0,6,64161,72692,,142,,,0,1399,36,26303,120114,7925,28923
1,4,3,2,0,1,0,0,1,146253,,8177,2446,31,0.8,1048,1652,0,0,3,12612,4594,,,1321,3008.5,2,867,564446,479911,4339,38349,24
1,1,6,5,2,0,2,0,2,411372,,50456,941,6,3.5,1752,604,0,0,1,139408,57941,62,358,877.5,3114,0,293453,64688,2849,251863,99506,348
1,6,1,2.33333,0,1,0,1,1,2,,13482,102,4,0.285714,96,568,0,3,6,25342,16817,,102,,,1301,7047,76562,38681,45216,10030,21529
1,0,7,,9,,15,,3,767,,,4131,,8,630,0,1,,0,,,,,1348,4594.5,11,4367,16,28,8991,41555,62
1,4,3,1.25,0,0,0,0,1,123094,,1761,374,40,0.8,662,1226,0,0,3,2620,,37,85,1000,,0,10639,37202,45106,107605,1120,1409
1,2,5,1.5,2,3,2,1,3,6379,,9020,1097,27,2,884,2151,0,0,2,9354,9354,36,319,,2017,119383,148,210,45884,12216,32766,147923
1,0,7,,2,,3,,1,312,,,1618,,8,434,0,1,,0,,,,307,1231.5,2750.33,151272,1689,8415,5,199,1287,211527
1,0,7,,2,,2,,2,151345,,,1688,,8,858,0,1,,0,,,,379,976.333,2835,59050,836983,4,919,622,2926,5960
1,2,5,1.5,0,0,0,0,1,388423,,44163,1155,6,2,312,546,0,2,1,132439,48,48,188,797,2372,63636,296,6515,157348,254373,5708,12996
1,7,0,2,,0,,0,,,,15141,,53,0.125,0,628,,1,7,31344,47098,,,,,0,206,30,121089,83478,2905,19334
1,5,2,2.4,6,3,6,5,2,3,,5044,2300,22902,0.5,323,721,0,0,5,7989,2664,,,1562,3038,1609,49,20455,185203,402005,158088,417609
1,6,1,2,0,0,0,0,1,61947,,11143,47,20,0.285714,162,319,0,1,6,22423,20197,47,,,,0,927,1135,2028,243,1386,702
1,0,7,,0,,1,,2,49023,,,4111,,8,433,0,0,,0,,,16.3333,138,1092,13749.5,8535,15,38858,1399,7279,4066,63824
1,6,1,3.5,1,3,0,2,2,8747,,4259,92,2997,0.285714,1253,870,0,0,6,9260,6920,,92,,,0,8747,189657,267915,58924,67991,801956
1,1,6,1,4,1,4,0,2,788,,1617,1803,344857,3.5,667,1031,2,3,1,1617,,,309,834,4002.5,5,5948,2832,5851,2896,41412,229245
1,5,2,1.6,2,2,0,1,2,3914,,13488,65,188,0.5,652,724,1,1,5,23111,577,38,91,,,8,53939,34,15069,48360,18735,15802
1,5,2,1.6,1,2,1,2,1,378541,,18655,5780,35,0.5,299,984,0,1,5,29100,21325,53,,,11506,1446,19081,5527,2776,10081,248062,2436
1,6,1,3.33333,0,2,0,1,1,47,,5868,13718,57,0.285714,853,635,0,0,6,12753,10129,,,,13718,11759,32977,17610,18513,32003,129575,84776
1,0,7,,3,,6,,2,609233,,,4144,,8,1369,0,1,,0,,,11,,938.5,9035.67,557688,12,27,2,1,4,41
1,6,1,2.33333,0,6,0,7,1,669893,,7774,947,90,0.285714,353,799,0,0,6,13107,3772,,,947,,0,196271,22760,21,50318,162528,134251
1,6,1,5.5,58,12,0,15,3,2,,18080,1743,3,0.285714,58,383,3,1,6,70127,38012,,,,1743,2379,28603,1236,42082,4175,2895,2
1,1,6,1,2,0,2,0,2,102246,,4903,1396,8,3.5,551,480,1,0,1,4903,,55,280,1117.5,2901.5,0,68260,1727,631259,237,20348,116
1,5,2,2,0,1,0,1,1,812,,3907,20,406,0.5,187,551,0,1,5,6320,4838,20,,,,138,16778,41,1572,60911,1511,72
1,0,7,,1,,1,,1,144,,,520,,8,247,0,1,,0,,,30.5,190.667,1144,1865,73,209,18,107,1183,8652,29
1,3,4,2,2,2,1,0,3,29,,3458,1059,10,1.25,316,503,1,0,3,5562,3606,,100,1053.5,2029,11,65241,452357,32601,107341,45,1030688
1,0,7,,1,,1,,1,269640,,,2075,,8,458,0,1,,0,,,31,,874,4237.33,0,78,19,3,9,66432,85130
1,6,1,1.66667,0,2,0,1,1,29988,,11140,1464,213449,0.285714,632,613,0,0,6,21332,60092,,,1464,,35555,10925,31,92343,24311,51619,60572
1,5,2,8.2,5,4,2,2,4,486,,5465,170,3,0.5,487,636,0,1,5,25906,1669,38,302,,,10177,3437,41,49002,87702,22940,277547
1,1,6,1,-1,2,2,0,1,64,,19329,1877,9,3.5,305,531,1,0,1,19329,,,242.333,,3511.33,1,12708,16041,8269,14288,1680,221927
1,7,0,0.857143,,1,,1,,,,39418,,1732,0.125,0,973,,1,5,41324,8548,,,,,248978,13833,311824,8682,273157,61720,10106
1,5,2,1.6,0,1,0,1,1,1277,,9876,23,90,0.5,954,1264,1,0,4,25799,1626,23,,,,18584,27443,1438,99410,33420,7233,1115
1,1,6,5,4,4,5,0,1,179838,,48597,13935,17,3.5,358,142,0,0,1,166464,166464,,203,554,22972,1340,2676,16,10452,158406,38891,1102797
1,0,7,,0,,0,,1,29713,,,724,,8,212,0,0,,0,,,41,289.333,,2058,63283,151919,31865,33,2159,19492,113665
1,6,1,2.16667,1,1,0,1,1,1127,,24563,46,96,0.285714,257,751,1,2,6,49770,24076,46,,,,0,192,4401,1143,216,142724,1127
1,1,6,1,1,6,1,0,1,47263,,11541,4628,4,3.5,797,1114,0,0,1,11541,11541,41,193,,9112.67,0,1477,1029,10430,138249,664,15
