#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13,gap14,gap15,gap16,gap17,gap18
1,16,2,1.0625,1,0,0,0,2,335582,,2309,55,937,0.176471,789,1636,2,1,14,2601,2489,54.5,,,,154365,153,59,1222,23,17561,6898,10691,10114,3707,109251,7906,65552,36120,2040,17998,109556,34733
1,17,1,1.29412,0,0,0,1,1,1104,,42826,45,79,0.111111,214,1505,0,1,17,55550,35424,45,,,,2,7024,1225,2810,4102,91,151,7582,2368,72,243,1104,130,457,494,503,21,758
1,16,2,1.5625,1,0,0,1,1,52,,68189,178,68,0.176471,677,651,1,1,16,96147,76981,16,340,,,0,34578,1534,2562,4581,1154,166,297,7003,1069,8920,14393,24324,4813,1030,7258,7377,12
1,18,0,5.16667,,7,,9,,,,21659,,15,0.0526316,0,571,,1,18,73786,32480,,,,,0,33,562,95,2105,729,6491,1902,1594,9473,1329,46536,64,791,20308,4451,43663,1316137
1,1,17,2,0,1,1,0,1,33857,,8186,620,27,9,266,1618,1,1,1,16184,,24.1667,211.5,1024.75,1778,5,7258,270782,2701,10,1155,9,4,108,16,4225,15,7,235,13154,968,107,6053
1,12,6,3.75,2,3,2,7,1,179821,,6365,1363,2238,0.538462,297,1111,0,1,12,15438,5376,,435,,2290.33,0,12873,47552,1355,37761,40303,30085,1595,17,122305,132665,71970,14074,102438,3,10200,1358,40359
1,16,2,2.125,1,1,0,2,2,71,,13960,101,71,0.176471,288,1227,0,1,16,33546,8772,,101,,,0,5645,5936,5912,12411,4313,371,2605,139,2735,20436,2592,3,7072,1725,1309,4476,4736
1,13,5,1.92308,2,3,1,4,2,283308,,29178,4144,31416,0.428571,298,1641,0,0,13,54566,49501,,397,967.333,17420,0,469594,1221,7863,43678,48,426,11257,379,117167,129187,641,24383,14929,192335,197275,22622,18843
1,14,4,1.42857,1,1,1,1,1,100,,9958,1639,18747,0.333333,186,1530,0,1,12,15909,16481,,121,483,2975,632,38,637,34,3637,43,13541,2301,2784,3936,166,385,2938,3962,1658,619,578,60173
1,13,5,2.23077,0,1,0,1,1,26311,,28613,158,24,0.428571,530,1183,0,2,12,50515,21203,38.6667,131,542,,10,98024,6,13181,28625,1204,5789,10311,41644,25,1295,4438,66551,58571,431,12531,20,92246
1,1,17,3,2,0,2,0,2,82,,1055,840,655,9,434,2454,1,2,1,1582,456,8,238.333,995.125,2444,34,87,290,27,98,26,583,187,241,53,4,2582,10279,64,8224,180,79006,295473
1,2,16,3.5,1,5,2,4,2,30457,,31562,1220,22,5.66667,494,280,1,1,2,64710,35194,18.3333,244.4,1153.5,5292,63,1278,117,2085,5847,677,15802,18616,1236,131,50552,49918,29267,159236,12081,58637,2708,10511
1,0,18,,1,,2,,2,30,,,1568,,19,518,0,1,,0,,,27.75,119.75,751.5,4105.83,200244,12,558,0,9,4,12,7,4,10,19,95,1,14,7,2,4,528
1,18,0,1.11111,,0,,1,,,,62222,,51,0.0526316,0,155,,1,16,69613,,,,,,11,12741,72422,16742,8785,5614,3098,2685,3102,64,1314,2709,1393,4488,10305,1326,4041,1599
1,4,14,1.5,1,0,1,0,1,119415,,3475,162,4434,3,865,1603,1,4,4,5993,1903,28.2857,221.5,734,,299647,22552,50351,727,6689,1844,1494,574,1591,3232,3009,22,2346,15,13,2966,277,3060
1,17,1,3.17647,0,0,0,2,1,11,,24615,11,9,0.111111,92,1548,0,4,16,45724,25793,11,,,,5,73,947,25,20,36,10276,548,235,8,64136,80611,60,80822,278821,1698,784,3763
1,6,12,1.66667,1,1,2,1,1,195902,,31509,587,1008,1.85714,521,1041,1,0,5,37050,42776,4.33333,183,739,5011,0,18785,4492,26459,13,66181,728,3080,22,110710,311,4318,167,107,14291,59,758,1969
1,1,17,2,1,2,2,0,1,8,,27292,605,2,9,235,325,1,1,1,45864,45864,15.5,231.4,1015.57,1964,64934,3,9947,2887,18,147,1480,7078,3,74810,3,3,18,30164,4,1,5726,83813
1,18,0,2.83333,,1,,2,,,,20500,,598,0.0526316,0,718,,2,18,43317,29461,,,,,3,383,1329,1274,2469,1595,1725,43,2799,2494,4768,3047,14425,710,2239,2674,37617,393292
1,17,1,2.05882,0,1,0,1,1,64388,,25014,16,9996,0.111111,1393,1188,0,2,15,51160,28942,16,,,,7,4206,48942,17869,4237,2846,5558,3245,15739,5921,13706,57596,2205,2359,8720,3206,7232,224413
1,15,3,2.2,1,0,0,1,1,23,,11908,794,385,0.25,318,1183,1,3,13,17284,15017,31,,,2319,0,186,20344,1409,47198,13151,7017,182,1431,46,27111,2822,3034,6011,9805,59335,1365,131177
1,8,10,2,0,0,1,1,1,89458,,4944,85,54,1.22222,519,661,1,1,7,10176,,22.3333,111.286,,,65,6,148,63,1119,136,25,1276,2901,21,437,4100,0,98,0,2574,132891,66220
1,1,17,2,2,2,4,0,1,108412,,2216,508,7,9,753,1217,1,0,1,3958,474,10,201.75,645.4,2275,2,83271,15855,1434,294,338,24,18341,19894,94,14,3099,80493,5808,31377,4661,60825,160688
1,8,10,2.5,1,1,1,1,1,203,,20771,635,108,1.22222,361,886,2,2,8,43346,23728,7,261.833,848.5,3076,35,35863,9635,27881,954,3312,5,29,1174,109,11,5872,1061,33160,4274,10242,13190,24396
1,5,13,1.8,0,0,1,0,1,5009,,54785,250,1606,2.33333,203,383,0,1,5,85518,74890,9.6,97.3333,581.4,,24893,60183,30394,5770,1507,41,2576,22,446,1157,4,5,24450,171,32820,392,51456,24
1,2,16,0.5,1,1,1,0,1,70,,,1379,562,5.66667,707,1778,2,3,1,,,30.6,228,854.4,5649.33,29,2819,7161,8712,1059,40,28,1562,13,8,5853,92,1342,1482,1379,1515,532836,51827
1,2,16,0.5,1,0,1,0,1,94760,,155,577,258,5.66667,410,342,1,1,1,155,155,28.8,224.333,640.333,2911,10,258,3,6,1057,32,1571,7,4246,1326,30,19066,34334,11,10,7244,8492,45012
1,16,2,2.5,0,1,0,1,1,21477,,41101,90,2563,0.176471,377,1073,0,2,15,109725,102089,,90,,,86109,51823,19036,42857,8659,571,55407,63922,1459,331876,51157,727,3021,2663,791,2091,24,35268
1,18,0,1.55556,,1,,1,,,,26086,,2189,0.0526316,0,1787,,1,18,36717,37009,,,,,0,18664,15589,10201,2893,1326,18679,12895,4420,25816,8825,8445,30353,89252,34678,121152,26018,34085
1,2,16,2,1,3,2,0,1,37,,2002,5430,22,5.66667,734,889,1,1,2,2567,2567,,213.5,834.714,26584.3,180,76,67,26,3,1727,686,519,12,2543,1899,67459,15073,4454,17510,50,479,93351
1,0,18,,3,,3,,1,2037,,,2230,,19,983,0,1,,0,,,25.6667,284.5,966.75,5770,18,296,226611,30044,46,14,32,19165,13704,7921,992,5716,4111,9837,318,1307,113895,1425
1,18,0,1.22222,,1,,1,,,,8162,,989,0.0526316,0,927,,1,17,9798,7772,,,,,0,1301,341,2594,6991,174,8632,323,1244,1435,8682,1531,73,5674,2855,6873,234,244
1,0,18,,0,,1,,1,12,,,488,,19,505,0,3,,0,,,15,185.833,636.667,1895.5,382886,6,6,2508,10,26,102,6,17,17,15,4,38,15,4,7,23,409
1,11,7,1.36364,4,1,5,1,2,56253,,52894,1928,47,0.666667,314,1458,1,1,11,53859,53770,,110.5,707.5,10445,7143,1023,8760,1334,47992,11524,8370,1661,2856,431674,8541,4595,7008,8650,1525,1445,279,1111
1,16,2,3,3,2,0,2,1,14,,17056,308,46,0.176471,350,519,1,2,16,36728,43833,1,,614,,20,848,1424,4313,3068,1547,2787,387,44,1268,242,28,2129,4765,4036,9079,1608,19287
1,16,2,1.8125,1,1,0,2,1,28673,,16137,296,10965,0.176471,194,386,0,1,13,30009,7087,,144,447,,0,8748,1450,1493,4052,18732,142505,10117,24403,7435,45,79539,11137,4137,4272,51086,118900,99124
1,0,18,,1,,1,,1,8,,,693,,19,424,0,3,,0,,,19,201.4,932.75,1976.5,8,27,1859,7,152,3,1290,8,8,4,125,32,1235,1353,948,15919,10417,13992
1,10,8,1.3,1,1,1,1,2,179960,,41162,1084,18969,0.818182,1503,1688,0,1,8,65623,31673,21.5,201.667,1059.5,5908,0,28651,1602,50256,30325,119431,39052,40263,10298,7664,22,981,20126,107698,9108,8604,36,147693
1,3,15,1.33333,1,2,1,1,1,267,,7538,1167,1595,4,672,1857,2,0,3,7651,7651,19.5,266.5,504,5267,12722,13142,21,3970,5943,4201,1651,11559,459,724,1462,7181,206,11,50,21688,334,5450
1,15,3,1.2,2,1,2,1,1,653,,39164,124,284,0.25,881,1190,1,1,14,52488,33722,,124,,,11,28223,214,155,3002,1079,14225,14414,129,243,2355,10608,83279,18984,4066,32654,732,751
1,2,16,1,2,4,3,3,1,29862,,8217,226,25,5.66667,408,527,1,2,1,12755,,17.7143,282.571,756,,41603,14,10,20,181723,60283,16,19,13,3,6,18,75,11,34,831,35171,122278
1,16,2,2.125,2,1,2,1,2,1270,,36045,130,54,0.176471,511,949,0,2,16,41551,30600,,130,,,0,12831,43436,22576,143995,33561,2369,25907,171,12794,10514,57306,52095,27512,41710,50674,68416,4871
1,8,10,1.875,1,1,0,1,1,984,,7641,1702,24,1.22222,1145,1352,0,1,8,12359,13506,12.3333,195,825.25,6742,36005,999,1249,29,15897,71,4650,2768,1102,28867,104123,896,1829,978,40,458,29922,37
1,10,8,1.1,1,1,1,1,1,118787,,6905,566,1941,0.818182,341,765,1,1,8,10127,13420,29,99,901.5,2371,338380,9041,96036,5814,128,75,179,11020,2609,133072,11471,56604,6738,7,7011,7837,123677,1069
1,2,16,2.5,1,0,2,0,1,681,,1781,768,436,5.66667,181,1178,2,3,2,2451,200,39.6667,160,1027.14,2167.5,26,36033,15,71,5675,5,6117,962,19,44,40,17,3,297,755,447,992,7923
1,0,18,,1,,2,,1,4321,,,711,,19,1045,0,1,,0,,,22.8,207,919.25,3776.5,1,1009,7169,4367,33193,110540,55,26630,7277,18246,6106,2774,47622,2286,54762,7255,371674,53702
1,3,15,1.66667,1,1,1,0,1,114673,,1901,1099,552,4,688,1875,1,0,3,3372,3278,4.66667,239.5,1070.25,5375,7375,8284,1078,13461,19981,165,2369,15932,20080,41,11559,10051,6,46369,54245,1642,29010,177
1,18,0,2.5,,1,,1,,,,18889,,698,0.0526316,0,1176,,2,18,35387,18664,,,,,3,15380,13138,131016,60744,6901,43391,43346,3868,4609,58008,15985,142,57373,9578,39076,43207,114887
1,1,17,2,1,2,2,0,1,314597,,36448,1031,7,9,227,1386,0,4,1,71294,1602,31,289.2,1095.5,3624,54,21590,63237,7021,920,1479,687,1123,386,3667,5593,27,58,10707,1528,1445,1199,10170
1,0,18,,0,,2,,1,1646,,,4102,,19,756,0,1,,0,,,30.5,210.333,964.625,13086.6,0,47,17,5,5,46,18,1247,59,299,88,197,695,717,5,836,19,16
1,14,4,1.64286,1,0,0,0,1,23,,11956,1943,163,0.333333,405,2887,0,1,13,16259,12645,,,1012.5,2873.5,0,1543,1463,7208,2712,5943,123,1214,111,106,19,64,1083,1575,4385,4095,285,1450
1,0,18,,1,,2,,2,9,,,1911,,19,246,0,1,,0,,,10,242,1114,8024.33,58268,19,14,30,607,522,83,1077,3,25,3,1640,1241,178,1227,5,21,3571
1,0,18,,1,,1,,1,105504,,,2084,,19,808,0,0,,0,,,14,208,1221.17,6967,5,215,10,406,14,4,10,12,539,12963,4394,13,12170,8,57188,19,276156,10
1,1,17,2,1,6,1,0,1,307,,14363,1281,143,9,680,3949,2,0,1,28685,28685,21,194.889,712.667,4467.25,27,253,38,20,572,189,127,101,1201,282,90,10,1042,1739,357,792,615,10856
1,17,1,1.76471,0,1,0,1,1,35695,,18064,68,2464,0.111111,918,849,0,2,15,36200,32098,,68,,,7,19115,14022,4527,2726,30450,1015,252129,8971,31430,164,4489,1325,2569,10665,10940,5704,7299
1,16,2,1.4375,3,2,1,1,1,471515,,52249,3052,57124,0.176471,892,505,0,1,14,65310,75977,,,,3052,2,30,27,238,294,205,893,20,1190,1705,8755,3080,16194,8387,12953,2981,13895,38
1,14,4,3.28571,2,5,2,7,2,34,,26739,23958,70,0.333333,409,1045,0,1,13,76977,56685,15,,,31939.3,0,5765,377,782,43,18812,12823,54,11404,18942,120739,121290,515117,6041,8521,414941,1158,121055
1,7,11,2.71429,38,2,111,1,4,23714,,47733,5440,135,1.5,473,568,4,0,7,66576,74081,,118,577.667,8758.67,0,0,440,18997,24207,30659,54363,7363,3763,80908,4208,15629,97325,30818,57608,7329,160481,59723
1,13,5,3.53846,0,3,0,3,1,127146,,19330,416,70,0.428571,291,320,0,1,13,49916,31389,26,183,843.5,,8,108926,4863,149472,2407,149982,72184,17184,22224,7540,75295,20315,1140,6054,22144,22,6,204944
1,4,14,4,1,1,1,1,2,1173,,2539,911,968,3,771,1943,1,0,4,6818,3593,23,216.8,731.5,2898,1547,3128,4044,5907,8605,40,11712,3969,371,5329,27658,8739,6,58661,21684,51,3117,1
1,1,17,3,2,4,3,0,2,7565,,8813,3506,9,9,189,276,1,1,1,22292,1453,9,146.667,703.25,7046.14,11,189,1,2,8,3,5,2,2,14,5606,1210,273945,86169,417844,52,5,2
1,5,13,2.8,0,2,1,2,1,230270,,14755,3792,141,2.33333,516,1057,0,1,5,42441,1063,1,155.167,630,15490.3,503344,68865,169,183578,7,13,40582,113825,7214,108449,644,62135,251213,62537,200,241939,30,1073
1,14,4,3.35714,1,3,1,3,2,722,,44258,1134,266,0.333333,1010,2802,1,2,14,83050,44731,,295,,3649,22,248,6818,97,39,487,24,1080,1144,289,2601,4459,1372,8796,8740,5761,16932,414
1,8,10,2.625,6,2,8,3,2,17516,,9627,764,24114,1.22222,500,1245,1,1,8,32194,9512,,112,737.429,2249,135485,55,58665,1381,46870,54,2170,80648,62111,54982,43888,72111,58414,73310,99066,545895,51520,30071
1,9,9,1.77778,1,2,2,2,1,-13127,,30937,3276,422,1,610,787,1,1,8,34881,34695,29,152.25,1067,9260.33,0,69,1392,1,13,1322,11,12500,20164,453803,39232,867,194594,82327,16029,28770,259,13410
1,5,13,2.6,6,2,14,1,5,19954,,8407,1293,37,2.33333,708,1138,1,0,5,20996,398,,331,964,2350.5,4280,20,4,7,201,51,155,6,1063,1273,5,31,542842,17,1777,472424,204872,529285
1,0,18,,6,,21,,1,55441,,,928,,19,564,0,1,,0,,,15.25,176.2,716,5267,22,4,11892,224172,13,100740,771989,1,7,76045,11,3,47437,7,9,440,13,166833
1,12,6,2.75,4,3,3,2,3,7388,,24019,5477,114922,0.538462,374,1101,1,1,12,47475,98915,35,,1019,12655.5,23277,2598,351,86,2083,22989,7682,29872,212238,7184,4,38329,776,18197,29994,45905,233577,218643
1,5,13,1.4,2,2,2,2,1,965,,4972,3112,5741,2.33333,560,2116,2,1,5,6053,3891,1,281.75,1308,7082,0,485965,707542,205,1022,23197,63161,46438,5645,14,49141,12290,29257,18413,9979,2896,1312,46107
1,6,12,4.83333,3,11,6,6,2,383,,14432,7691,142,1.85714,929,315,0,0,6,41641,48503,,,808.5,9220.33,4139,42,1380,1020,6,1840,4447,2586,8772,992,1779,19903,270,22063,8222,137364,46693,134883
1,11,7,5.54545,2,9,2,12,2,4544,,13552,5026,10768,0.666667,583,799,0,1,11,31855,8113,23,,993.333,10725.7,11,3013,3,57,28,1778,3982,12793,232,1285,21750,376,18305,82251,109450,63707,31623,430347
1,2,16,1.5,10,2,27,0,3,6468,,16448,3189,391,5.66667,338,864,1,4,2,23626,23626,,185.333,728,5284.78,25,4,2,6,12,36,7,21127,1525,1913,984,5,4,33215,14497,1422125,76691,33064
1,1,17,6,1,4,2,0,1,787,,4359,7200,13,9,708,8078,1,0,1,9048,,,357.333,1037.5,10849.9,0,41,2,15,2634,4623,44,16,2062,11,420,2646,92465,1319,1,20,2,4
1,1,17,7,9,11,7,0,4,45,,3964,8892,52,9,657,435,1,0,1,20080,,,282,1172.67,14384.7,308,24,688,56,2097,2090,34,1728,73192,2779,7392,11374,30952,84355,84854,52,66778,118154
1,12,6,3.41667,8,3,17,4,3,581,,23343,5179,75,0.538462,326,490,0,0,12,59859,43895,,,1618,6959,25611,9206,7140,22637,336,2524,11813,4049,3447,17303,15693,14480,2979,4133,9473,18730,152699,143140
1,5,13,2.8,4,3,8,2,2,8926,,6080,1673,13,2.33333,507,730,0,0,5,11529,9405,,199.333,952.667,4589,4384,7116,2,514,939,1678,7287,2852,4196,119,76079,206004,49244,95067,8277,84,104968,35067
1,2,16,8,2,6,2,0,2,22897,,11705,3611,5,5.66667,536,1416,2,2,2,58726,1121,30.5,212.5,836.429,10286.8,30274,52,1360,38,6717,216197,7120,2775,629,73756,5642,713,58004,241423,423398,422312,20,2861
1,1,17,2,3,14,3,0,3,13198,,9122,20198,97,9,917,3743,1,0,1,18242,18242,,187,643.5,29211.3,8672,5,6183,19,11,10,21,14055,442,1185,185924,24,16,13970,436,8,9,8
1,5,13,1.6,4,0,8,0,2,22659,,15365,2865,63989,2.33333,532,518,1,0,5,16220,9238,54.5,359,803.25,6958.5,0,40,5,85045,25,20,69037,34,41501,85170,16032,143861,252384,15804,258399,100989,151111,8645
1,5,13,2,4,3,4,2,3,47619,,6502,12913,10117,2.33333,427,4422,1,1,5,7776,7322,,,667,15140.1,1259,41,37589,267634,343,550,30993,23853,42128,46082,7106,283,57448,1561,8435,78184,2504,105204
1,15,3,2.66667,2,2,1,2,1,19,,18411,803,48,0.25,1011,897,1,1,13,43966,37798,43,314,,2052,3,9747,111,1767,2613,2654,4038,2856,105287,26,103992,422971,18935,49050,182517,11733,50285,499674
1,12,6,2.08333,1,2,1,1,2,2254,,17512,920,2219,0.538462,327,387,0,1,12,23387,18024,,168,767.667,2880,31526,37861,864,621,924,10005,39882,317196,476975,257722,11825,3336,102992,90415,69401,185953,2795,20907
1,0,18,,7,,13,,3,9810,,,9791,,19,970,0,2,,0,,,,,1177.67,17174.7,37,61,699,43,256,108,457,569,2790,7594,2522,46,12701,39334,39,47518,34866,55435
1,10,8,2.7,1,3,1,3,1,4361,,9015,489,56891,0.818182,787,1377,1,1,10,26677,3886,34.3333,154.667,1195,2152,9870,565571,1638,41578,3263,32035,62496,178346,113,407000,54596,11,4,34,18,2160,45,71
1,2,16,3.5,1,3,1,0,2,2100,,54084,2644,8,5.66667,460,1013,1,0,2,105950,93272,57,102,1025.71,6759.75,17320,3291,4274,21170,10406,7774,3825,11208,5929,31466,11672,50225,3176,8714,7012,21446,72141,227544
1,4,14,4,1,9,1,6,1,61,,26241,745,48,3,359,505,1,0,4,87716,41352,34,190.5,824.25,3117.5,410796,15628,177680,5,338374,202664,4,1115,2939,24752,224413,98150,8,10,2694,57,8594,214
1,3,15,5,2,6,3,5,2,27234,,16785,3866,102,4,983,1455,1,1,3,38961,6425,23,153,816.75,10662,31673,42,10240,4049,3243,31431,11506,8629,1128,4688,1735,6991,1272,1373,296,2399,19255,927119
1,1,17,2,2,8,2,0,2,6605,,13901,5160,3,9,487,1630,1,0,1,20988,20988,,429,1058,6335.55,2957,7971,124825,47270,82182,118033,7062,2946,724,13048,36,18693,58150,62,8648,41732,1348,28387
1,11,7,1.81818,1,2,1,2,1,89634,,32147,1084,15129,0.666667,789,642,1,1,11,40913,55104,,141.2,,3439.5,5,1284,76,13,1204,211666,6983,37439,21821,5903,13769,2515,3,4,15,5005,33579,41903
1,16,2,3.4375,2,4,0,3,2,10886,,15128,382,91,0.176471,2228,470,0,1,16,48477,13626,,382,,,21690,1682,1238,20321,8,70805,107559,11,12,24574,212,4131,4116,18809,73321,359,39961,25893
1,14,4,2.71429,2,3,1,4,2,72,,38343,5114,107308,0.333333,285,641,1,1,14,63960,50169,,,1356,6367,0,34,26958,123409,47876,60055,44656,11763,11805,61699,152731,203106,953,352104,1518,4068,188082,17599
1,4,14,5,2,2,2,3,2,-5381,,4648,14069,5,3,604,856,1,1,4,10790,2451,,,990.5,16447,146,982,155,1366,1483,1604,217,4320,929,8939,3043,961,10131,20277,10485,431721,160123,966
1,7,11,3.42857,2,5,2,3,2,18,,10951,2789,1186,1.5,279,1056,1,1,7,29434,31414,11,103.5,881,6256.75,0,57745,36746,30391,76546,30026,68071,1282,4469,30191,1594,56972,7375,34594,24374,29171,179828,255813
1,6,12,4.16667,2,5,2,3,1,522,,12221,3788,95,1.85714,519,1121,1,0,6,33044,10326,20.6667,233.5,668,9952,5,80,1083,6192,277496,87047,126275,11474,49505,66914,5707,8,19242,13325,128682,159780,36814,2923
1,10,8,2.9,1,5,2,5,2,59261,,22212,461,245,0.818182,3469,965,1,0,9,68626,26633,65,,526.667,,271,11,17,1082,243,1127,27796,2441,505,3874,172,1409,174331,2,1435,201659,510578,32376
1,1,17,4,2,6,4,0,2,996,,6703,5371,44,9,498,757,1,3,1,26140,26140,33.8,143,950,13036.2,13,88,11,8,1,6,964,185,214,512,464,511,58814,1047171,14712,290144,25,47
1,2,16,3.5,1,5,1,0,1,18910,,3359,4631,482,5.66667,789,1164,1,3,2,7464,1465,23.4,250.2,1278,22967,71699,283,35,1302499,2697,1301,1447,267,57,4669,9,884,131,1120,35,516,5467,103741
1,3,15,4.33333,6,2,19,1,2,9859,,3322,4475,183398,4,628,492,1,1,3,6733,4283,,300,863.25,6544.67,4771,50,64,1165,7595,28,2073,11559,16792,6819,12,165551,198576,21,22,321224,275996,21600
1,8,10,2.75,4,4,4,4,2,7109,,29909,9451,765,1.22222,398,1415,1,1,8,50463,34082,,306,678.2,27121.7,6,240,760,474,29976,99106,36521,53195,1346,171,27081,1369,6934,577,67205,629380,14874,81652
1,0,18,,1,,1,,2,5944,,,1874,,19,386,0,1,,0,,,25.1667,232.25,1043.5,7119.5,328,827542,37266,235,42,8,374,1011,9779,13,5506,5032,8015,7923,70407,147768,28251,454
1,17,1,5.94118,0,3,0,5,1,9012,,26052,809,8,0.111111,276,854,0,1,17,88329,50522,,,809,,15,63,168,256,1022,32,226,4029,386,1362,1315,1363,4414,2955,91,1044,41765,5719
1,8,10,4.75,2,14,4,23,2,2020,,47948,3640,108,1.22222,328,762,2,2,7,177389,146826,24.6667,,1117.67,8243.25,1327,118,104,17,2646,56222,656773,83,112,7,2987,10290,77025,60459,119591,252020,30406,12858
1,7,11,5.85714,8,19,20,25,3,72329,,13046,2699,1101,1.5,1053,1534,1,1,7,42520,15833,21,78,889.6,9872,31846,2658,4791,4464,18,20699,29117,3399,8198,349,8260,76,1514,380346,6836,142415,419450,7425
1,3,15,6.33333,2,8,5,5,2,6959,,10109,4336,34,4,526,1103,1,0,3,27321,4575,,,1132.5,4869.42,13,103882,6499,6440,2771,51295,14,10677,16,2802,3869,13433,2890,8705,2045,30442,9100,71
1,8,10,3.625,1,4,2,6,1,45751,,36866,6389,6413,1.22222,330,1250,1,1,8,59345,51608,23.3333,,,9572.17,1160,5307,1429,21,16,1412,30,152,87,94,80867,92224,892210,14510,101,21339,328202,9
1,3,15,11,6,11,8,6,3,11607,,3502,7628,12,4,876,863,1,3,3,17897,3533,,129.5,924.667,11138.9,10,454,540,19,14,78,14,12,16,44,7772,1957,2303,431821,30024,19029,91632,22061
1,14,4,2.35714,0,3,0,4,1,1959,,21778,347,27809,0.333333,181,363,0,1,13,43087,17343,,347,,,119430,2978,61,185,4214,1285,14703,16953,172644,7635,130971,11702,109405,4,34102,460966,2992,127863
1,0,18,,3,,6,,2,1753,,,13954,,19,387,0,1,,0,,,,252,1021.2,25463.4,9817,11,152473,44710,341,8302,12,27350,4399,9936,38987,14,15855,10,12776,79311,31692,23
1,8,10,2.5,3,1,4,1,2,79491,,25982,7413,28313,1.22222,714,732,1,0,8,54391,62727,,305.25,724,14436.4,1970,87,1529,25140,16222,4168,27697,53019,16067,24297,86305,266720,88566,97165,7204,767039,9081,86
1,0,18,,2,,3,,2,25620,,,7795,,19,440,0,0,,0,,,15,316,650,10310.2,124165,94938,7042,5659,31965,9774,97,40810,27337,44249,7580,61339,33315,28119,72896,28681,155341,2989
1,17,1,3,0,1,0,3,1,987,,16313,129,34225,0.111111,320,355,0,1,17,40655,,,129,,,3953,7610,22963,987,27526,1710,2590,3456,3689,243,1568,11337,17293,3017,5768,80314,123070,2356
1,0,18,,2,,2,,2,7928,,,8196,,19,728,0,0,,0,,,2,,1088.86,15545.2,38,21,153,2,17,5,9,31,53,125069,8,481274,9,16,87660,94,5,16
1,1,17,3,1,3,2,0,1,36308,,2210,3077,556,9,426,448,1,2,1,5078,595,41,231.333,619.333,7002.14,655,1577,5245,4704,17969,13117,85033,622098,1154,257762,8717,8592,2964,7447,8407,3,4809,72890
1,5,13,5.8,5,3,8,2,4,21211,,12031,3491,17,2.33333,518,1183,1,0,5,22102,11554,56,219.667,765,7063,29,90,295,10,19,62,1028,1688,100,1331,32,183058,20133,144267,145476,16,15329,73
1,3,15,2.33333,1,1,1,0,1,46014,,10485,692,2717,4,298,1765,1,1,3,11603,11603,7.4,195.667,958.8,2479.5,343534,36027,2467,10291,8597,3982,7093,155,4166,34815,1446,2523,43569,1167,6060,56110,92561,47397
1,1,17,6,1,5,1,0,2,7660,,4826,3951,8,9,265,517,0,1,1,16640,,16,293,642.6,6632.22,2,72,12,281,2866,106,5672,7,1358,2,2678,86,1417,12,212537,8,150525,72252
1,6,12,3.5,2,6,2,5,2,24988,,18286,3854,785,1.85714,597,456,2,0,6,55237,71432,48,155,551.333,9159.5,0,170,5329,1913,1269,1110,5,179,4176,137,43,196,2744,1558,25521,11534,1652,9854
1,3,15,1.66667,3,1,4,1,1,28007,,5092,5655,114929,4,364,851,1,0,3,8395,2268,,95,892,7459,28829,27,2371,3066,6088,2447,11607,49247,68972,198652,4287,15709,24964,8324,129857,1114,7479,104850
1,6,12,4.16667,3,4,5,3,2,358,,7245,2109,12,1.85714,1114,703,0,0,6,25333,2882,,205,703.333,2983.57,0,25772,7382,19,21,29986,1658,38,16,74,16942,11586,3053,24,47987,564,99752,313751
1,5,13,4.2,2,3,2,3,2,11202,,7545,7441,160,2.33333,443,1006,0,1,4,22307,3764,,231.333,840.5,15445.8,88866,75,3,28,158,1842,1194,1155,76307,126385,13,76872,121957,72848,385129,713117,11715,2898
1,16,2,2,0,1,0,1,1,250671,,8278,117,76831,0.176471,352,719,0,0,16,11714,5310,,117,,,22,162682,1263,3267,3914,2917,8779,4296,8726,37577,40374,22851,102255,50346,259449,168370,237669,8632
1,2,16,4,1,1,1,1,2,38656,,10249,6721,9,5.66667,332,1065,1,2,2,29498,9409,4.5,178,885.833,25462.8,28,131214,26,990,30328,8682,866841,19,24313,55,10039,37,4315,141,2722,2849,17307,245
1,6,12,2.16667,1,1,1,1,2,346,,36433,5415,27,1.85714,636,1083,1,1,6,77597,23611,43,,869,9478.5,92135,27670,1007,33343,11362,166,71,6945,144,258,142500,388777,52948,39356,80238,201777,186,305031
1,5,13,7,2,6,4,4,2,21,,16411,2326,6,2.33333,639,1713,0,1,5,89631,48170,,229.5,1173.5,5102.5,12633,11,11446,5844,766,4189,9409,8612,39,20650,122141,190,11144,2312,166873,5425,3719,29333
1,4,14,2.25,2,4,2,3,2,3045,,47737,25493,1638,3,580,1185,1,0,4,102042,5170,57,234,969.667,50461.9,79381,8557,28935,4301,1369,6800,7443,14555,11610,5643,11734,100513,77689,207421,24,25,560554,103061
1,1,17,12,28,16,108,0,3,10143,,8026,3534,3,9,539,760,2,1,1,25147,2247,26,88,1124.29,6510.75,4287,2171,109,14809,28,1354,10244,56146,284462,103899,783051,59494,1436,999,74,1760,15837,32842
