#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4
1,2,2,1.5,1,1,0,0,2,1945,,11,19,118313,1,3156,1443,0,2,2,16,21,18.5,,,,12,781015,2747,62
1,2,2,0.5,1,1,0,0,1,20,,7617,292,4,1,287,210,1,0,1,7617,,,71,513,,6,491378,42660,9
1,0,4,,3,,3,,3,34,,,4482,,5,532,0,0,,0,,,58,,1276,8296.5,13,1337233,6,1576
1,3,1,8.33333,12,7,0,0,4,538,,19127,3153,8,0.5,3257,1294,9,3,3,88807,6477,,,,3153,57586,4614,538,1761
1,4,0,2,,1,,1,,,,12796,,831,0.2,0,921,,1,4,18420,7476,,,,,31,121601,72849,109776
1,0,4,,1,,1,,2,364472,,,3768,,5,674,0,0,,0,,,,424,,4882,8,33816,6,3
1,0,4,,2,,2,,2,42778,,,1752,,5,389,0,0,,0,,,,104.5,,3399,48,15,4,20
1,1,3,2,1,0,0,0,1,4781,,2314,690,90,2,657,1785,1,0,1,3307,3307,,111,980,,1149,50538,278007,14154
1,3,1,1.33333,0,1,0,1,1,332,,44807,21,7076,0.5,546,575,0,0,3,82693,239042,21,,,,0,7559,110,4162
1,3,1,0.666667,0,0,0,0,1,15602,,2506,6,1120,0.5,458,506,0,2,2,2506,2506,6,,,,269495,2863,23156,5234
1,2,2,4,-3,18,4,16,1,40,,15807,9600,9,1,241,275,0,4,2,34417,,,,513,18687,0,872,313,10013
1,1,3,1,1,3,1,0,1,23499,,1167,9771,102882,2,172,229,0,0,1,1167,1167,,,718,14297.5,104889,15074,77,62019
1,3,1,0,0,0,0,0,1,60795,,,306,,0.5,497,811,1,1,0,,,,306,,,165,340831,8996,1503
1,0,4,,1,,0,,1,529090,,,947,,5,450,0,0,,0,,,,429,628,2102,3720,10,35414,73262
1,3,1,3,2,0,0,0,2,33,,11534,322,4,0.5,1063,232,1,1,3,21283,14727,,322,,,0,1077,463,45
1,4,0,4.5,,3,,1,,,,12241,,9,0.2,0,598,,0,4,37474,6797,,,,,18,18536,18520,60502
1,4,0,2,,1,,1,,,,54385,,9179,0.2,0,1471,,2,3,97075,62381,,,,,73890,18544,24616,285006
1,4,0,1.75,,1,,0,,,,52021,,6,0.2,0,632,,4,4,57763,50474,,,,,20,298003,648,157515
1,4,0,2.25,,1,,1,,,,44799,,19,0.2,0,617,,1,4,88694,,,,,,0,9261,168,1005
1,0,4,,1,,1,,2,357604,,,1415,,5,919,0,0,,0,,,,117,,2713,17,241777,24412,92480
1,3,1,8,1,4,0,4,2,352,,13649,290,35,0.5,409,893,0,1,3,29690,,,290,,,36,18693,293772,46562
1,0,4,,1,,1,,1,458632,,,6367,,5,150,0,2,,0,,,,228.5,,12505.5,7,192298,661,599995
1,2,2,3.5,0,1,0,0,1,6249,,2550,6,15,1,1120,927,0,1,2,8461,6,6,,,,10,166,14,12332
1,0,4,,1,,1,,1,87930,,,184,,5,286,0,0,,0,,,11,156,558,,277503,63552,3,14
1,2,2,3,1,5,0,4,1,81993,,19944,1429,8213,1,1403,1355,1,2,2,64809,2383,11,,,2846,90435,20544,22726,5797
1,2,2,1,-1,0,0,0,1,7185,,17541,9,583,1,124,903,0,1,2,17541,,8.5,,,,101199,1117,106746,22766
1,0,4,,1,,0,,2,659056,,,1901,,5,858,0,2,,0,,,11,,,3790,9,13,209787,229264
1,4,0,1,,1,,0,,,,14732,,8,0.2,0,607,,0,3,14833,,,,,,7,67654,69977,207414
1,4,0,0.5,,0,,0,,,,103150,,94,0.2,0,520,,1,2,103150,,,,,,0,1524,68656,6686
1,2,2,3.5,3,3,2,0,1,14,,2474,12896,291,1,352,389,5,0,2,6890,1817,,,890,24902,20,5587,10950,4547
1,2,2,3.5,11,14,10,13,4,7920,,500,479,62,1,582,1518,1,1,2,886,479,,,479,,14,29,24765,15811
1,3,1,1.33333,1,1,0,0,3,1158,,9115,31,8167,0.5,524,427,0,3,2,27120,,31,,,,0,7253,1158,1514
1,1,3,1,0,2,1,0,1,8,,101112,1748,4,2,438,1024,3,1,1,101112,,,,479,2382,0,56,5,12
1,1,3,3,1,0,1,0,1,121047,,356,4988,248,2,203,851,0,0,1,939,,,,523,7220.5,3,29851,1471,4540
1,3,1,2.66667,0,1,0,2,1,636966,,3893,1790,1458,0.5,224,696,0,3,3,4717,,,,,1790,6,356735,240818,413357
1,3,1,1.33333,1,1,0,1,1,547,,79534,1287,1033,0.5,203,785,0,0,3,82468,,,,1287,,32646,26657,2198,21991
1,4,0,1,,0,,0,,,,3098,,126308,0.2,0,719,,1,3,4191,,,,,,0,2769,306927,143702
1,3,1,1.33333,7,2,0,1,1,20,,1538,101,6356,0.5,602,893,1,1,3,2351,101,,101,,,9262,20,7485,82256
1,0,4,,2,,2,,2,34663,,,1961,,5,704,0,1,,0,,,,105,,5673,0,156,5476,283858
1,3,1,3,1,1,0,2,2,3352,,18923,57,597,0.5,1131,1520,0,2,3,48938,11623,57,,,,230983,714,3352,12394
1,0,4,,0,,0,,1,841,,,1027,,5,375,0,0,,0,,,21,181,742,3162,116846,143899,119972,20
1,4,0,1.25,,0,,0,,,,72644,,10,0.2,0,884,,2,4,85368,,,,,,0,396,1623,1005
1,4,0,3,,1,,1,,,,14601,,69135,0.2,0,229,,1,4,31367,,,,,,26,1435,1384,1359
1,1,3,1,0,2,0,0,1,80,,83347,2039,10,2,183,195,1,3,1,83347,83347,1,,710,5406,17124,51,6,4396
1,4,0,3,,1,,0,,,,3548,,12,0.2,0,880,,0,4,9857,12362,,,,,5,3423,8593,200
1,3,1,2.66667,0,2,0,1,1,28690,,5666,1138,4577,0.5,110,519,0,0,3,9991,12315,,,1138,,33,94,75698,9650
1,4,0,1.5,,1,,0,,,,872,,10,0.2,0,718,,1,3,1640,552,,,,,0,288,8750,2797
1,2,2,4.5,0,3,0,3,1,22,,12980,141,14,1,216,406,1,2,2,25486,42281,,141,,,763,5708,296,38
1,4,0,1.5,,2,,1,,,,4599,,2251,0.2,0,2356,,1,4,5816,4268,,,,,61783,188313,6159,5686
1,4,0,2.5,,1,,2,,,,8265,,46,0.2,0,468,,3,4,11291,10003,,,,,70881,17375,78421,55658
1,4,0,1,,0,,0,,,,9956,,56465,0.2,0,1572,,2,3,14096,25315,,,,,82,9050,87165,74080
1,4,0,2,,0,,0,,,,1146,,4473,0.2,0,403,,1,4,2627,589,,,,,208648,59123,346794,168733
1,1,3,3,2,2,0,0,2,5476,,147293,3373,6,2,826,1256,0,0,1,223117,223117,,242,584,9292,59,161044,23573,324168
1,2,2,3,1,0,2,0,1,100372,,5712,2678,10,1,571,526,0,0,2,16131,307,11,,,5345,11,75018,19458,15
1,0,4,,2,,3,,2,75705,,,1599,,5,577,0,1,,0,,,,203,691,2750,0,786395,11368,56146
1,4,0,1,,1,,0,,,,33733,,108,0.2,0,207,,3,4,33733,,,,,,327207,4115,6706,13713
1,1,3,6,1,0,0,0,1,465,,34128,5155,9,2,440,514,1,2,1,186171,24,12.5,,,15441,0,743296,1366,12813
1,1,3,2,2,2,2,0,2,73701,,12653,2411,7,2,1099,1661,0,2,1,13864,13864,1,,773,6458,23,705464,398600,2835
1,1,3,2,0,2,0,0,1,9111,,590,5701,2504,2,950,629,0,0,1,1169,,6,,,17090,20,27273,11232,618464
1,1,3,0,0,1,0,0,1,128242,,,2152,,2,356,896,0,1,0,,,24,,,4280,0,440727,122550,69197
1,4,0,1.5,,2,,1,,,,4034,,3271,0.2,0,417,,1,4,5407,2888,,,,,0,101538,131671,422844
1,1,3,1,0,0,1,0,1,20809,,34,402,62393,2,992,3275,0,0,1,34,,34,,586,,48553,32596,29796,457519
1,4,0,1.25,,1,,1,,,,10120,,706,0.2,0,927,,1,4,10675,,,,,,0,5640,13134,144589
1,4,0,1.5,,0,,0,,,,2252,,13647,0.2,0,1759,,1,4,3760,1327,,,,,0,1579,3982,13390
1,1,3,1,2,2,1,0,1,19970,,1892,2106,44,2,212,885,0,2,1,1892,1892,,,,2106,38,1374,3940,157379
1,2,2,2.5,0,3,0,3,1,915,,144012,1643,110,1,334,613,2,0,2,155858,136024,26,,,3260,24724,11311,20529,11448
1,3,1,2.66667,0,1,0,1,1,9,,8206,1,6,0.5,220,3286,3,3,3,28133,39767,1,,,,5236,212,13,138152
1,4,0,1.25,,1,,0,,,,9305,,1324,0.2,0,375,,1,3,11918,11588,,,,,5,82184,36998,7483
1,4,0,1.25,,1,,1,,,,10652,,6,0.2,0,1156,,0,2,20970,19897,,,,,10,6232,1361,231
1,2,2,1.5,2,-1,2,0,1,296468,,19782,635,224,1,3501,2134,0,1,2,31027,8536,66,,1203,,0,84869,55012,434467
1,0,4,,1,,1,,1,1505,,,4692,,5,529,0,1,,0,,,,,,4691.75,0,220095,34209,28632
1,4,0,1.25,,1,,1,,,,1234,,11912,0.2,0,1576,,1,4,1292,1175,,,,,9,574414,309595,8645
1,3,1,2,1,0,0,0,1,121,,8092,27,72,0.5,810,1365,0,1,3,19712,6137,27,,,,332651,11916,18552,121
1,4,0,1.5,,1,,0,,,,6217,,86,0.2,0,319,,1,4,11735,274,,,,,0,31648,8549,34070
1,0,4,,1,,1,,1,40010,,,4701,,5,890,0,0,,0,,,,,1160,5880.67,64869,8784,8384,26
1,1,3,3,2,4,1,0,2,16,,10854,1059,3,2,608,1731,2,0,1,25649,25649,,85,733,2359,20,591501,403,61791
1,4,0,3.5,,1,,1,,,,11586,,18,0.2,0,155,,2,4,46028,3705,,,,,0,189,101,25
1,4,0,2,,1,,0,,,,56704,,65102,0.2,0,971,,1,4,116671,8537,,,,,51800,24982,308320,128905
1,2,2,2,1,2,0,2,1,27011,,667,28,26537,1,1915,1408,0,0,2,1224,1471,28,,,,142792,3299,15113,50723
1,4,0,1.5,,0,,0,,,,85641,,2502,0.2,0,1106,,2,4,145626,39112,,,,,0,59220,7916,75244
1,4,0,1.75,,0,,2,,,,57938,,5,0.2,0,175,,0,4,87039,1112,,,,,12,535,25600,352363
1,3,1,1.33333,1,0,0,0,1,584,,4688,16,74,0.5,3687,2488,0,1,2,5289,,16,,,,6846,463,584,103
1,3,1,0.333333,0,0,0,0,1,561425,,104,76,415,0.5,350,1096,0,1,1,104,,,76,,,394,1095,31955,1407
1,0,4,,1,,1,,1,22503,,,344,,5,361,0,0,,0,,,18,409,604,,121220,9,8,4
1,4,0,3.25,,1,,1,,,,16929,,16,0.2,0,1476,,3,4,53704,12273,,,,,0,42166,29,7335
1,1,3,0,0,0,0,0,1,10,,,948,,2,253,341,0,6,0,,,25,,658,2161,319,31,5741,11077
1,1,3,0,0,0,1,0,1,6,,,1578,,2,407,964,2,0,0,,,,94,,2320.5,0,4,2247,8731
1,4,0,2.75,,14,,16,,,,10402,,1012,0.2,0,450,,3,4,13304,12957,,,,,509,74453,384496,236108
1,3,1,3,1,0,0,0,1,2494,,26671,24,833,0.5,938,1385,0,2,3,85366,12991,24,,,,808806,11588,2494,243210
1,4,0,2.25,,1,,1,,,,17733,,10,0.2,0,293,,0,4,22457,18912,,,,,0,2162,2137,9076
1,1,3,1,5,0,4,0,4,4143,,7661,7147,139,2,568,524,0,0,1,7661,7661,,,1289,10076,44,54,33,1145
1,4,0,1.25,,0,,0,,,,1774,,48312,0.2,0,1057,,1,4,2465,,,,,,269353,142623,80,56143
1,4,0,11.5,,14,,10,,,,14792,,19,0.2,0,593,,1,4,82098,,,,,,1436,116,4365,17356
1,3,1,1.33333,0,1,0,1,1,1162,,9153,23,380,0.5,1350,1299,0,0,3,13973,13973,23,,,,260239,62106,17223,1162
1,4,0,2.25,,-2,,2,,,,47437,,38,0.2,0,2015,,2,4,58022,,,,,,18,1549,180,8854
1,1,3,0,2,0,3,0,1,10,,,3378,,2,152,216,0,2,0,,,63,,,5036,0,56120,104922,28785
1,0,4,,2,,1,,1,11985,,,4875,,5,806,0,1,,0,,,37.5,,,9712.5,16,11,33557,3
1,3,1,1.33333,0,0,0,0,1,3906,,8583,6,131,0.5,299,1390,0,0,3,13990,3889,6,,,,0,3906,21768,165424
1,1,3,1,0,1,0,0,1,1049476,,124184,6290,18,2,385,1615,2,0,1,124184,,,278,,9296,8602,401960,7335,32993
1,4,0,2.5,,1,,2,,,,16051,,4,0.2,0,535,,2,3,49210,26714,,,,,0,24280,25984,46514
1,3,1,2.33333,0,3,0,2,1,2853,,11356,51,19,0.5,5950,2715,13,1,3,19511,,51,,,,1252,159,2853,10264
1,0,4,,1,,1,,1,20243,,,4858,,5,1134,0,1,,0,,,,346.5,,9368.5,0,72,4,1432
1,4,0,4.25,,2,,2,,,,30677,,7,0.2,0,838,,2,4,83930,,,,,,0,1454,352,1385
1,4,0,1,,1,,0,,,,2664,,8,0.2,0,706,,3,3,4716,7027,,,,,0,13004,2157,33546
1,4,0,1.25,,0,,0,,,,6702,,23,0.2,0,2151,,2,4,7544,3520,,,,,0,9357,9969,8335
1,2,2,3,1,3,0,0,2,358030,,13928,171,60,1,342,519,0,1,2,28508,,23,318,,,9,200823,302678,102102
1,1,3,1,0,0,0,0,1,3101,,16,1717,112,2,557,2207,0,0,1,16,16,16,,,2568,35,112,152537,8782
1,4,0,3,,2,,2,,,,3996,,21,0.2,0,442,,2,4,10051,3894,,,,,22899,118177,186928,518597
1,4,0,2.25,,1,,1,,,,3402,,43972,0.2,0,609,,1,4,4616,2444,,,,,0,20233,63295,208110
1,4,0,1,,1,,1,,,,22967,,4023,0.2,0,579,,1,4,22967,22967,,,,,0,85684,29951,46495
1,0,4,,1,,0,,2,168,,,8409,,5,625,0,2,,0,,,,399,1640,15798,343214,20441,45875,7706
1,4,0,1.75,,1,,1,,,,27352,,18,0.2,0,854,,0,4,41178,3484,,,,,0,126995,40144,8
1,2,2,1.5,0,-1,0,0,1,832,,75370,1461,311006,1,1232,353,0,2,2,149851,298811,1,,,2921,20,25921,65,573272
1,0,4,,1,,2,,1,5286,,,5308,,5,928,0,0,,0,,,,170,,7021,247,42,1534,32
1,4,0,2.25,,2,,0,,,,13722,,57,0.2,0,682,,0,4,20449,14007,,,,,0,1478,120944,220038
1,4,0,2,,2,,1,,,,41602,,45,0.2,0,1615,,3,4,79062,39601,,,,,0,29601,649,6316
1,3,1,2,3,3,0,2,3,1123,,10148,85,536,0.5,175,1886,0,2,3,14559,21151,,85,,,68,127103,313890,1123
1,3,1,1.66667,0,1,0,2,1,9726,,13410,25,320,0.5,197,1068,0,2,3,15904,11727,25,,,,5,6081,9726,11625
1,4,0,2,,1,,1,,,,28152,,20,0.2,0,524,,2,4,32524,7498,,,,,0,1434,2903,28703
1,0,4,,1,,1,,1,1774,,,3333,,5,951,0,2,,0,,,,339,941.5,11108,30,14,17,25
1,4,0,1.75,,1,,1,,,,4205,,861,0.2,0,1247,,3,4,4798,5340,,,,,0,3412,1709,12194
1,2,2,2.5,1,5,0,0,1,371794,,6552,37,12,1,765,1137,1,2,2,12642,8241,37,,,,1287,26266,8519,90485
1,4,0,0.75,,0,,0,,,,8912,,126,0.2,0,2094,,1,3,8912,,,,,,0,295,2755,2271
1,3,1,2.66667,0,3,0,3,1,142,,18664,32,10,0.5,678,424,0,1,3,47584,47584,32,,,,109333,58902,51115,26563
1,4,0,2,,1,,1,,,,5494,,460,0.2,0,943,,1,4,13428,1523,,,,,28,685419,43056,338399
1,0,4,,2,,2,,2,1552,,,968,,5,1180,0,0,,0,,,,,968,,124595,83,29,6391
1,4,0,1.25,,1,,1,,,,31251,,283,0.2,0,1387,,0,4,35437,27065,,,,,14,1114,4825,18513
1,4,0,1.5,,0,,0,,,,48275,,4,0.2,0,454,,1,3,84371,83254,,,,,864,3185,21591,2977
1,0,4,,2,,2,,2,326,,,1722,,5,777,0,1,,0,,,,389,1411,3675,0,6,249424,231353
1,1,3,4,1,1,0,0,1,7,,2673,4529,12,2,279,1497,1,1,1,5364,5364,,252,,13082,9,324432,40225,283621
1,3,1,1.66667,3,1,0,1,2,50334,,866,93,11521,0.5,179,711,0,0,2,1726,176,,93,,,39,185880,115293,428014
1,0,4,,1,,2,,1,607040,,,4001,,5,526,0,0,,0,,,,,,4000.5,0,24541,4,176671
1,4,0,1.25,,2,,2,,,,103781,,50046,0.2,0,170,,2,4,136830,265088,,,,,7,87,17281,285
1,4,0,2.5,,1,,1,,,,12006,,6,0.2,0,509,,0,4,35647,39008,,,,,17215,112926,11148,20065
1,4,0,2.5,,1,,1,,,,3220,,222,0.2,0,1256,,1,4,5752,,,,,,18,22,1648,12337
1,1,3,3,0,3,0,0,1,727,,15533,154,307,2,735,1639,0,0,1,36890,26,33.5,396,,,67,1568,8732,6
1,4,0,2.25,,2,,0,,,,19419,,36,0.2,0,1298,,3,4,25622,,,,,,0,1286,10190,21612
1,1,3,12,1,22,0,0,1,52,,27896,315,2,2,263,1867,0,0,1,156191,11327,,149,646,,52774,37,48025,343547
1,4,0,2.5,,2,,1,,,,28312,,34,0.2,0,1334,,6,3,93039,,,,,,17,23257,3196,904
1,4,0,2.5,,1,,1,,,,40354,,17,0.2,0,550,,0,4,89748,169396,,,,,0,2896,20326,15546
1,4,0,1,,0,,0,,,,825,,10395,0.2,0,1341,,1,4,825,831,,,,,144619,26378,5315,14435
1,0,4,,2,,3,,2,117847,,,8156,,5,328,0,2,,0,,,,,878,10582,3,181,9,7
1,0,4,,1,,0,,1,79869,,,4500,,5,1010,0,0,,0,,,8,,,13483,0,11128,137609,42422
1,4,0,3.75,,0,,0,,,,15497,,17,0.2,0,1101,,1,4,40370,33792,,,,,0,148,5586,39217
1,3,1,1,0,0,0,0,1,98,,10974,8,49,0.5,200,4380,1,1,3,10974,32584,8,,,,4,22324,98,161182
1,0,4,,2,,1,,1,3499,,,433,,5,286,0,2,,0,,,8.5,,856.5,,164199,251195,4,4
1,2,2,2,-1,1,0,1,1,291482,,28824,2682,189,1,1838,258,0,1,2,30253,8683,,,,2681.5,1,688822,42142,483913
1,3,1,2,2,0,0,0,1,46,,25557,,303088,0.5,534,2261,0,1,3,27189,169,,,,,7,5749,3950,320424
1,0,4,,1,,2,,1,3090,,,124,,5,548,0,1,,0,,,7.66667,,473,,3,40321,48698,1801
1,4,0,1.25,,3,,4,,,,111048,,519,0.2,0,149,,1,4,135352,,,,,,0,13945,2178,1097
1,3,1,0.666667,1,1,0,2,2,391386,,855,1566,225234,0.5,388,449,0,1,2,855,773,,,1566,,262883,168681,54669,135688
1,3,1,2,2,6,0,2,3,1499,,564,143,103217,0.5,543,1090,2,1,3,865,965,,143,,,432421,18362,1499,20173
1,2,2,1.5,2,3,0,1,1,29188,,4887,1760,1498,1,1538,4838,0,2,2,9649,,,68,,3451,30,15444,2801,127010
1,4,0,1,,1,,1,,,,18226,,40,0.2,0,2002,,1,4,18226,23833,,,,,0,11272,179849,56325
1,0,4,,3,,3,,2,394939,,,1266,,5,1430,0,0,,0,,,,,672.333,3046,4,1350,67,17058
1,1,3,4,5,0,5,0,2,34657,,21443,2406,18,2,587,964,0,8,1,65984,65984,,,,2406.33,24,1080,9,604235
1,1,3,2,1,5,1,0,1,584186,,995,12434,99739,2,284,1285,1,0,1,1918,71,,164,623,36515,318336,28582,18694,30186
1,4,0,2.25,,1,,0,,,,22171,,8,0.2,0,1139,,2,4,30750,15717,,,,,0,31,108,21
1,1,3,1,0,0,0,0,1,52,,6,34,305341,2,746,480,2,0,1,6,,34.3333,,,,0,54,455,154486
1,3,1,1.33333,13,4,0,3,1,1703,,351,193,282891,0.5,591,518,0,1,3,528,631,,193,,,0,369778,1703,47675
1,4,0,2.75,,1,,1,,,,59214,,10,0.2,0,651,,2,4,125554,125554,,,,,33,268082,104996,58832
1,2,2,1,2,1,0,0,2,1516,,3193,299,566,1,226,1128,1,2,2,3193,,,102,496,,8,567343,1594,17274
1,0,4,,4,,5,,2,78,,,779,,5,1552,0,1,,0,,,,369,915.333,,33498,1264,3647,9544
1,3,1,5.66667,4,14,0,16,3,24,,38157,1485,8436,0.5,274,385,2,1,3,59247,36470,,,1485,,9,19037,407518,362391
1,3,1,3.33333,0,2,0,2,1,420,,33389,8,8,0.5,339,1092,0,0,3,47777,62264,8,,,,199936,420,107812,8918
1,4,0,1.5,,1,,1,,,,52227,,2240,0.2,0,790,,1,4,87950,218276,,,,,85941,18832,308045,383314
1,2,2,6,1,4,0,2,1,261236,,24656,930,8,1,388,3235,0,6,2,144465,34385,58,,,1801,17,3059,1441,937
1,0,4,,6,,5,,2,7,,,8034,,5,437,0,1,,0,,,,152,,10660.7,1496,4405,7,2928
1,0,4,,1,,0,,1,825,,,151,,5,501,0,0,,0,,,29,273,,,93128,317,1090,1979
1,4,0,1,,0,,0,,,,2439,,10,0.2,0,353,,0,4,2439,,,,,,0,2571,169,1363
1,4,0,1.75,,0,,0,,,,43921,,40,0.2,0,685,,2,3,62147,33871,,,,,0,2757,47498,13892
1,0,4,,1,,1,,1,8339,,,370,,5,554,0,1,,0,,,30,,710,,2991,5857,1204,17532
1,3,1,6.33333,3,7,0,4,3,20,,16242,2065,1,0.5,88,85,0,0,3,71169,9477,,,,2065,2820,3,1466,8
1,4,0,1.75,,1,,0,,,,2183,,26,0.2,0,247,,1,4,4666,791,,,,,7,51140,20400,3478
1,4,0,1.5,,1,,1,,,,63281,,12,0.2,0,955,,2,4,82972,82972,,,,,3321,8013,6326,25151
1,4,0,1,,3,,3,,,,8931,,639,0.2,0,702,,0,3,10310,22077,,,,,0,110803,40657,28755
1,3,1,2,1,0,0,0,1,16,,6173,1827,264,0.5,343,728,0,1,2,9168,,,,,1827,314014,131069,364914,94292
1,4,0,1.25,,0,,0,,,,31886,,56515,0.2,0,502,,2,3,80345,22678,,,,,41601,1841,5720,633189
1,3,1,2,0,1,0,1,1,224,,10510,17,87,0.5,408,1934,0,0,3,20384,6545,17,,,,0,13317,26314,224
1,4,0,2.25,,1,,1,,,,4291,,7,0.2,0,208,,0,4,8489,4486,,,,,10,45192,1780,93
1,2,2,4,1,2,0,1,1,566,,5219,1646,58,1,476,1798,0,2,2,10181,,,,1243,2048,44,13015,7154,144768
1,0,4,,1,,1,,1,72231,,,2328,,5,256,0,2,,0,,,,,487,2941,18,612471,5,338128
1,4,0,1.75,,3,,2,,,,26705,,18977,0.2,0,536,,1,4,35756,,,,,,305887,10343,19275,747795
1,2,2,1,0,3,0,2,1,543,,5431,366,309852,1,392,2038,0,3,2,5431,,31,,700,,0,43502,539902,1081
1,2,2,2.5,1,2,0,2,2,35,,1431,36,134,1,496,1005,1,4,2,1754,,36,,,,14,27,15,80866
1,4,0,1.75,,1,,0,,,,3765,,89982,0.2,0,642,,2,4,7344,2036,,,,,0,3961,396,10904
1,4,0,3.75,,2,,1,,,,4447,,310,0.2,0,685,,2,4,11650,8994,,,,,53466,5641,3616,4976
1,2,2,1,1,2,0,0,1,2148,,26,26,2148,1,819,896,1,2,2,26,,26,,,,0,3033,45984,1263
1,4,0,1.25,,1,,0,,,,8974,,102,0.2,0,920,,3,3,9127,545,,,,,0,43,1439,36743
1,0,4,,31,,52,,2,42,,,8964,,5,953,0,2,,0,,,,,,8964,33,1169,198,98
1,4,0,1,,2,,2,,,,11993,,279,0.2,0,610,,1,3,16890,7866,,,,,0,1329,5007,42833
1,4,0,0.75,,2,,2,,,,1203,,46254,0.2,0,1024,,0,2,1265,,,,,,0,4445,126549,115159
1,4,0,1.5,,0,,0,,,,2919,,12,0.2,0,803,,1,3,3817,,,,,,4158,689,4979,21018
1,2,2,2.5,1,1,0,0,2,2947,,1665,35,16,1,208,641,0,3,2,3447,,35,,,,228884,5528,2851,366
1,3,1,3.33333,0,1,0,0,1,509,,21941,15,12,0.5,910,1122,0,3,3,36705,9721,15,,,,0,98112,509,368959
1,3,1,1.66667,0,2,0,2,1,1548,,51700,44,380,0.5,397,561,1,0,3,102308,102308,44,,,,7,1548,16930,111170
1,0,4,,0,,1,,2,78963,,,1917,,5,405,0,3,,0,,,,,1079,2755.5,0,1902,30,4092
1,1,3,2,1,2,0,0,2,31,,1217,3247,24,2,488,974,0,0,1,1475,1475,18,,476,9247,11257,925,8626,76238
1,4,0,4,,2,,2,,,,34816,,3,0.2,0,324,,0,4,81704,63602,,,,,41,274,1452,17293
1,0,4,,1,,2,,1,696,,,10787,,5,550,0,2,,0,,,,147,,14334,1057,1923,891,755
1,3,1,1.33333,0,0,0,0,1,83531,,29405,3764,73,0.5,229,906,0,1,3,30669,3423,,,,3764,33435,21,1095,24607
1,1,3,2,2,2,2,0,2,352707,,13835,485,14,2,633,838,0,4,1,27406,,,250.5,953,,60594,3171,164259,97859
1,2,2,1,2,1,0,0,2,41404,,459,3102,48213,1,179,751,1,0,1,846,,63,,,6141,27,6659,7502,525322
1,0,4,,7,,6,,3,152974,,,3103,,5,286,0,2,,0,,,20,144,,12228,1,3,4457,343551
1,3,1,1.33333,0,0,0,0,1,8572,,1679,1,57765,0.5,286,308,0,2,3,3034,,1,,,,0,31,8540,98186
1,4,0,2.75,,-1,,1,,,,2344,,5,0.2,0,147,,3,4,5876,,,,,,6,70126,1381,7384
1,2,2,1.5,1,1,0,1,1,872,,3230,19577,340952,1,369,623,1,1,2,3239,388,,,,19577,1,1286,9,80758
1,4,0,1,,0,,0,,,,6382,,9,0.2,0,199,,2,3,9249,9249,,,,,0,820,709,3080
1,1,3,2,0,2,0,0,1,2162,,6890,4,29,2,225,677,0,1,1,10523,,4.33333,,,,10,202,19,3
1,3,1,1.33333,0,0,0,0,1,1113,,2384,6,4,0.5,401,624,0,2,3,2556,,6,,,,10,85,12902,1113
1,2,2,1,1,2,0,1,1,129934,,109444,910,1277,1,127,1421,0,1,2,109444,,,,909.5,,3,1051,3,688575
1,1,3,3,3,4,2,0,2,108488,,1431,337,4,2,483,397,1,0,1,4028,133,,133,745,,0,9988,140008,50
1,0,4,,1,,1,,2,86535,,,6158,,5,280,0,0,,0,,,3,,,8210,6,524302,5,3
1,2,2,1.5,-1,2,0,2,1,97,,13007,24,4,1,126,451,1,3,2,18732,26830,23.5,,,,0,18419,7106,43466
1,1,3,4,1,2,0,0,1,92342,,2987,147,10,2,593,792,0,0,1,6524,,31,378,,,0,993,124,1211353
1,4,0,3.75,,5,,5,,,,16632,,6,0.2,0,467,,0,4,35366,23819,,,,,13,7177,5316,183302
1,1,3,1,2,1,1,0,1,3118,,86,770,2917,2,1290,1416,0,4,1,86,,,86,571,1653,531218,1018,439502,2917
1,4,0,2.5,,2,,1,,,,14895,,14212,0.2,0,718,,1,4,40220,12188,,,,,64848,31323,43621,26940
1,0,4,,1,,0,,1,479521,,,2466,,5,303,0,0,,0,,,16,,611.5,8625,0,235532,73786,211920
1,4,0,2,,1,,1,,,,69565,,7,0.2,0,458,,1,4,92678,29800,,,,,0,14802,74769,3192
1,2,2,3.5,4,3,0,0,2,168,,8069,548,543,1,590,1122,1,4,2,13882,9252,41,,1054,,0,39826,49328,149996
1,1,3,2,1,0,0,0,1,61543,,407,1226,1879,2,206,2759,0,0,1,757,56,1,,,1838.5,7575,120836,30363,6905
1,2,2,1.5,1,1,0,0,1,19,,4438,330,2,1,350,1721,1,0,1,8242,5029,,162,497,,18,130272,3,19
1,4,0,3.5,,3,,0,,,,35825,,14,0.2,0,352,,0,4,42559,42559,,,,,40497,57,100604,23029
1,4,0,1.5,,1,,0,,,,7587,,28,0.2,0,1408,,1,4,18983,1658,,,,,10,1687,63198,146690
1,4,0,1,,1,,1,,,,26438,,14,0.2,0,2006,,2,2,52072,52072,,,,,0,4334,22040,38669
