#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8
1,8,0,1.5,,0,,1,,,,1685,,31757,0.111111,0,257,,3,6,2438,2641,,,,,15168,1853,680,15594,1387,3144,341,3022
1,4,4,1,3,1,3,0,1,262950,,26539,2108,38804,1,1003,1016,2,0,4,26539,24232,21,,,2804,19,45487,231,141315,59059,10682,768,99788
1,7,1,1.14286,0,0,0,0,1,8918,,24000,32,1868,0.25,234,889,0,2,5,37564,24685,32,,,,0,5446,105642,264976,8918,52785,30086,67794
1,5,3,2.8,1,2,2,2,1,2063,,5449,537,57780,0.666667,338,1717,1,2,4,7956,3638,,92,1426,,0,6163,175475,107,4220,1088,16178,25543
1,7,1,1.28571,0,0,0,0,1,695246,,4640,36902,16,0.25,941,1882,1,1,5,6439,,,,,36902,0,1182,44,5654,168,91,102,70186
1,0,8,,0,,0,,1,53656,,,7030,,9,421,0,1,,0,,,23.5,,655,24230,0,36,5,73,287405,149651,662843,6
1,8,0,5.375,,6,,4,,,,25993,,69,0.111111,0,1446,,3,8,56220,16089,,,,,0,7187,11447,15098,554,265,3792,12093
1,2,6,4.5,1,4,1,0,2,51,,30160,2738,19,2.33333,505,924,1,0,2,86282,86282,18,72,803,5178,21912,112,1465,5093,270,1995,2544,7005
1,6,2,1.33333,1,2,0,1,1,207552,,3939,635,47818,0.428571,565,899,0,1,6,4679,3993,,313,957,,133585,93926,8248,7971,361307,14859,13675,28242
1,7,1,1.85714,0,0,0,1,1,89164,,4145,17,16,0.25,1368,5701,0,1,7,4934,4575,17,,,,1403,65690,23474,323,15708,10192,5420,2468
1,0,8,,1,,1,,2,4372,,,1609,,9,456,0,1,,0,,,29,241.5,660.5,3680.67,12,21680,12,5,90815,7,48,100577
1,1,7,2,0,1,0,0,1,197917,,51,128,499153,4,348,1176,0,4,1,55,46,41,192.75,,,0,120726,391777,50,19913,1311,2995,19019
1,2,6,5,2,5,1,5,3,328,,12070,2294,38057,2.33333,446,1198,0,0,2,85098,19329,,103,481,3629.33,40939,31,1336,81,702,175,14535,3130
1,0,8,,3,,3,,1,38208,,,752,,9,1223,0,0,,0,,,25.6667,70,1127.5,1806.5,16,10,10,15,338,10,8,3
1,1,7,1,0,0,0,0,1,56906,,18545,143,11,4,323,1354,1,2,1,18545,,18.5,219,491,,19,1753,29142,5263,14132,225,239,20093
1,3,5,1.66667,1,1,1,1,1,139147,,9956,620,393,1.5,248,604,0,1,3,10353,28454,1,95,570,2432,325554,111044,38568,90923,3,97674,7326,19039
1,0,8,,1,,1,,1,6,,,2407,,9,353,0,2,,0,,,25.3333,349,1034,15725,162174,5,13,50,9,25,27,570
1,5,3,1.4,2,1,2,0,2,2916,,39792,1457,564,0.666667,774,456,0,1,4,76362,62279,,138,782,3451,33,8706,242084,1143,18975,207,8407,43208
1,7,1,2.71429,1,0,0,1,1,12,,56487,24,9,0.25,65,541,0,1,7,90074,105352,24,,,,0,324,71,801,12,333,1170,1596
1,5,3,1.2,1,1,1,1,2,932574,,2496,65,19228,0.666667,627,723,1,0,5,2993,3202,65,,,,23,8974,5221,15083,1309,1236,37549,4
1,1,7,3,0,5,0,0,1,1761,,1991,424,3,4,316,446,1,2,1,3618,56,56,296.5,632,,4,72,18,6,89,881,3580,13
1,3,5,2,0,1,0,1,1,18616,,184726,1376,3,1.5,296,1475,0,0,3,232634,162468,21,,800,4459,0,75,149680,67667,151,18,1498,2700
1,1,7,1,1,3,2,0,1,57649,,116,940,1534,4,660,622,0,0,1,116,116,19.5,160.5,1017,4185,6,562859,54814,485,6,807,19,21543
1,7,1,1.14286,0,1,0,1,1,392933,,34067,108,46330,0.25,101,1841,0,0,6,34477,49348,,108,,,16,2864,40880,4181,5242,125759,20168,193836
1,2,6,1,0,0,0,0,1,59917,,1462,391,9924,2.33333,355,742,0,4,2,1462,11,13,146,1013.5,,6,71993,33,40321,12480,19814,638,10107
1,4,4,1.25,1,1,1,1,1,2261,,2337,126,809,1,499,1069,0,2,4,3279,1394,36,397,,,59195,1247,79334,4385,20178,4060,1848,9
1,0,8,,1,,1,,1,29,,,5713,,9,430,0,0,,0,,,18,188,689,22377,0,250647,21532,35,5377,6116,6902,134031
1,7,1,1.71429,0,0,0,0,1,405878,,15428,,12,0.25,402,815,0,0,6,30248,5003,,,,,0,149811,28973,12652,198928,73322,20218,57682
1,6,2,2.66667,5,7,2,6,2,686507,,15117,4013,82,0.428571,2324,693,0,2,5,33884,6296,,,,4012.5,0,22798,113887,253383,27,168438,87466,145814
1,0,8,,1,,2,,1,18611,,,1042,,9,559,0,1,,0,,,,204,720,3296,65,1112,396,50254,18,7221,45,34654
1,2,6,1,1,1,0,1,1,3471,,11498,2073,200,2.33333,584,1425,1,0,2,11498,11498,21,308.667,,5744,368487,96933,1414,5865,85018,10,614961,17225
1,4,4,2,3,6,2,2,2,155830,,861,3791,384,1,622,510,0,0,4,1125,1123,11,,,5050.67,36523,170252,16874,39268,20,19056,98987,67401
1,7,1,4.71429,0,1,0,2,1,23811,,15066,73,15,0.25,108,877,0,2,7,40184,4127,,73,,,0,3784,4685,223,11312,2359,676,768
1,6,2,3,1,1,0,2,1,40,,6746,131,13,0.428571,318,1062,1,1,6,19945,14869,,131,,,0,7460,7705,9,34,16606,14520,70
1,8,0,2.25,,0,,0,,,,49746,,8,0.111111,0,472,,4,4,115195,,,,,,21044,4655,966,112,14404,15695,1548,10013
1,6,2,3.33333,1,2,0,3,1,509,,22424,232,51,0.428571,158,374,1,1,6,57295,17593,,232,,,5605,10043,4665,5962,1002,3,61918,148175
1,6,2,3.16667,1,5,0,6,2,34,,14267,436,107662,0.428571,1659,588,0,3,6,32951,23008,11,,861,,13502,24253,3778,4541,78167,63374,44,276295
1,4,4,5.75,1,-7,2,14,1,1449,,39407,2149,7,1,688,387,0,4,4,113602,71412,,333,,3056.5,9,362,2581,0,324,206,4013,9
1,8,0,1.625,,0,,1,,,,15928,,457,0.111111,0,365,,0,8,17426,4300,,,,,16,248,305,7387,763,10112,6376,497732
1,8,0,2.75,,-1,,2,,,,10168,,3328,0.111111,0,577,,1,8,23693,2887,,,,,16,3139,144,364,652,1621,492,87197
1,8,0,2.875,,1,,2,,,,27736,,26,0.111111,0,634,,1,8,64263,29463,,,,,0,7369,131147,923,9189,47348,3172,4090
1,0,8,,1,,1,,2,46,,,9880,,9,1025,0,1,,0,,,1,376.5,834,25539.3,36804,2696,5,9,79,8535,36589,384456
1,2,6,1,4,1,5,0,4,19,,10745,3261,288376,2.33333,380,409,1,0,2,10745,,,198,,6323.67,21727,50,893,859,117,95640,681520,8266
1,8,0,2.625,,2,,3,,,,13733,,7140,0.111111,0,1129,,1,8,37415,19283,,,,,4,141231,128082,126343,27405,8487,214304,17321
1,5,3,1.2,3,1,1,0,2,2340,,3364,179,2770,0.666667,690,1085,1,1,4,3867,2452,30,254,,,7213,7525,4591,879,46405,37349,44802,6704
1,0,8,,1,,1,,2,47172,,,2252,,9,674,0,1,,0,,,22,,475,3499.6,7,199020,12442,1439,27359,78058,82756,304749
1,7,1,2,0,0,0,0,1,5613,,13864,26,207,0.25,1122,1254,0,2,7,32668,8844,26,,,,0,413,107532,162743,387,17389,5613,2780
1,3,5,4,1,2,1,2,1,29151,,5394,474,13,1.5,1550,829,1,2,3,13905,9652,64,177,,1773,38,21,521950,13,40166,57157,81861,139
1,3,5,0.666667,0,0,0,0,1,728,,52430,886,4,1.5,452,1509,1,2,1,104806,,54,262,1534,2317,14,30,10027,27495,20065,21261,1770,12
1,8,0,1.125,,1,,1,,,,56295,,237,0.111111,0,1637,,4,6,64515,63427,,,,,0,13678,11132,48572,43656,1450,5711,11460
1,6,2,2.16667,1,2,0,2,1,408,,29079,6626,14,0.428571,435,847,0,0,6,43539,17641,,,,6626,0,37829,21630,24468,69005,8745,38566,230
1,0,8,,0,,0,,1,5153,,,2711,,9,636,0,1,,0,,,11.6667,292,,5339.5,0,333,8421,37,12716,93,17398,46
1,5,3,4.2,0,4,0,1,1,1089,,16739,110,87,0.666667,659,774,1,1,5,53906,68262,,110,,,0,64832,590653,886,16250,904,128553,1478
1,8,0,1.5,,-1,,1,,,,25568,,3850,0.111111,0,161,,2,8,40701,,,,,,0,42,372,1214,321,57,939,248
1,7,1,1,3,1,0,0,1,1762,,5523,76,342,0.25,250,715,0,1,7,5523,5784,,76,,,7,107633,2851,142,1762,2833,5639,2627
1,3,5,3,0,4,0,3,1,51,,7181,5569,95,1.5,517,736,1,1,3,8295,10233,3,327,506,26684,90416,119890,323661,312526,33,4,27320,26
1,6,2,2,1,2,0,2,2,587051,,4118,1909,23141,0.428571,222,543,1,1,5,9125,,56,,,3761,29812,66537,70280,14448,292,56295,87449,52234
1,0,8,,1,,1,,1,103043,,,11740,,9,474,0,1,,0,,,53,,1618,16101.4,0,17,2246,658,6252,5241,286,8932
1,0,8,,1,,1,,2,1294,,,480,,9,686,0,1,,0,,,,152.75,807.5,,5,119885,22603,321282,22018,50254,22,208758
1,0,8,,1,,1,,1,100176,,,316,,9,574,0,1,,0,,,41.5,233,581,,12,177,1684,379,2477,2978,13,940
1,8,0,4.25,,0,,1,,,,16852,,14,0.111111,0,1871,,2,8,38838,21339,,,,,4,87825,7648,1688,7251,14070,18789,113
1,8,0,1.625,,0,,0,,,,8056,,25,0.111111,0,469,,1,7,9680,1463,,,,,0,861,280,25,57,146,178,86
1,5,3,2.2,1,2,1,1,1,78327,,2915,6870,302,0.666667,514,687,0,1,5,6380,3215,,,534,10038,13661,9516,19931,11,318386,769976,3693,33885
1,6,2,2.83333,1,3,1,2,1,649065,,16870,396,804,0.428571,267,593,1,0,6,29211,1467,,345,447,,27,45804,64062,174877,35434,592,40720,58896
1,1,7,4,0,1,2,0,2,38359,,30642,6085,4,4,293,1560,0,4,1,71294,28411,14.3333,269,507,20887,16,10912,9,240,1173,10,13,3
1,4,4,1.25,2,2,2,1,2,523,,56810,3241,214,1,442,947,1,1,4,59756,59756,1,,1636,5664,936679,9475,105,27007,2180,7246,9403,6942
1,5,3,3.6,1,3,1,3,2,26,,16577,6626,297,0.666667,329,547,2,2,5,25303,17996,,,544,9666.5,56854,10243,482,279,3585,22153,19623,1788
1,0,8,,2,,2,,1,6105,,,11521,,9,874,0,0,,0,,,57,83,843,18237,300383,20,715,7878,1857,4,9948,18794
1,8,0,2.25,,0,,0,,,,10017,,68,0.111111,0,943,,1,8,16519,3128,,,,,0,37348,21621,6013,72,1067,12983,28813
1,8,0,1.625,,1,,1,,,,4896,,22,0.111111,0,520,,1,7,7966,2985,,,,,0,1968,2744,2521,1950,61743,730,25445
1,0,8,,0,,0,,1,94,,,2984,,9,548,0,2,,0,,,,141,806,7278.67,86,562,20886,30996,339,1222,58371,17474
1,7,1,1.14286,0,0,0,0,1,1310,,35132,33,11,0.25,938,1113,0,1,7,35294,48576,33,,,,0,63456,30425,230248,1527,2860,4292,1310
1,3,5,4,2,4,2,3,2,356656,,50416,10299,121466,1.5,1015,1244,0,3,3,146303,164634,39,189,654,25306,0,76627,115082,28574,56163,56252,152783,57293
1,8,0,2.625,,2,,2,,,,10801,,1724,0.111111,0,1851,,2,8,27579,20360,,,,,0,18529,108322,95041,107883,60561,388,9506
1,7,1,0.714286,0,0,0,0,1,1467024,,20282,1585,1205,0.25,204,2235,0,0,5,20282,33352,,,1585,,31,1239,6110,9829,8637,26115,100490,4
1,2,6,1,1,1,1,1,1,28288,,14817,10065,688,2.33333,404,509,0,1,2,14817,2252,,166,,19963.3,173459,74658,4581,3,5,23296,129911,75930
1,8,0,3.5,,1,,1,,,,29068,,7,0.111111,0,712,,3,8,72446,,,,,,0,21035,9799,10897,2944,116,1736,229
1,6,2,2.5,1,2,0,1,1,831,,22023,60,338,0.428571,223,606,0,1,6,38489,16745,60,,,,0,7122,3191,1066,19457,114,595,216209
1,6,2,1,1,0,0,0,2,77,,7509,89,45649,0.428571,727,615,1,1,5,7658,17089,10,167,,,500,48,168794,1121,834,327093,42214,100574
1,8,0,1.375,,0,,1,,,,3879,,7,0.111111,0,544,,2,8,5158,9048,,,,,13,1430,3004,2678,291,1148,388,1110
1,0,8,,2,,1,,2,5607,,,629,,9,508,0,1,,0,,,8,311.75,781.5,2214,9,32616,20,385,32,28,12,9
1,8,0,2,,1,,2,,,,29590,,122,0.111111,0,725,,2,7,51778,,,,,,0,6923,26,779,1539,1921,2063,2431
1,3,5,3,0,5,0,7,1,2054,,1792,3990,19567,1.5,368,1478,0,0,3,5449,,,91,465,9651.5,47737,19,13,1072,8635,15,341,696668
1,0,8,,1,,1,,2,17324,,,419,,9,565,0,1,,0,,,44,173,871.333,,441843,1526,17575,16,37735,13,44310,110842
1,0,8,,0,,0,,1,128370,,,609,,9,348,0,0,,0,,,27.2,374,787,3577,0,8777,5,27193,519,2467,39360,2368
1,7,1,2.57143,-2,2,0,2,1,938,,50121,193,13,0.25,706,857,1,1,7,111138,27074,,193,,,257,938,11488,40558,76233,46609,34081,33194
1,8,0,1.375,,1,,1,,,,5849,,26092,0.111111,0,322,,0,8,7904,3731,,,,,1,7917,15772,45516,33565,117604,108099,301530
1,4,4,2.25,3,1,3,1,3,37,,11031,72,672,1,842,1028,1,1,4,24735,9241,32.3333,190,,,221899,193108,149363,1828,34664,8699,90775,211802
1,6,2,1.16667,3,1,2,1,2,87179,,20758,204,132,0.428571,155,1456,0,0,6,21161,19421,,204,,,25,35631,13659,747,23688,7827,222482,118275
1,7,1,1.71429,0,0,0,0,1,6127,,4830,6,27,0.25,899,490,0,1,7,5845,,6,,,,14001,9948,7161,1238,372,1679,1043,5083
1,5,3,1.6,2,1,2,1,2,258462,,13662,921,3981,0.666667,722,1682,0,1,3,50337,10139,,,921,,0,62816,208787,121168,1076,299963,263312,43240
1,0,8,,1,,1,,1,17,,,759,,9,584,0,0,,0,,,1,80,1055,1768,541361,23,16,17,2970,4239,21,2737
1,2,6,3,1,0,1,0,1,152,,55135,828,9,2.33333,336,530,0,0,2,109674,5864,51.5,119,1160,2759,7,3180,39,36,97,872,223,4472
1,6,2,1.83333,2,1,0,1,2,23,,8329,2828,244,0.428571,465,784,2,0,6,12486,12071,,390,,5265,0,48,1052,2988,6081,21569,1329,1163
1,8,0,1.875,,1,,2,,,,9720,,34883,0.111111,0,752,,2,7,17247,3795,,,,,0,2958,4629,933,378,1067,385,5476
1,1,7,3,2,2,3,0,2,36720,,4667,2630,5,4,1389,1590,1,0,1,13341,373,16,222,1168,5593,0,5,25,113710,56010,82583,5,109058
1,8,0,2.125,,0,,2,,,,12470,,14368,0.111111,0,364,,3,6,21874,,,,,,11,46583,102,14524,84998,83406,68791,367364
1,4,4,4,2,4,2,3,2,355313,,3262,1647,3425,1,429,662,1,1,4,6916,131,,131,,6194,47806,4517,181803,32178,134302,422526,31544,4
1,2,6,3.5,1,2,2,1,1,228907,,8323,2352,434584,2.33333,856,424,1,2,2,26516,52992,13,421,869.5,5968,20003,1908,3849,144167,313941,1768,13,37303
1,8,0,1.125,,1,,1,,,,1114,,22283,0.111111,0,1163,,1,8,1244,1505,,,,,0,3995,2964,1115,4787,9533,27,18724
1,1,7,2,1,0,1,0,1,19588,,98914,932,11,4,598,1062,1,0,1,194737,194737,,263,1060,1886,6,31425,274,8541,8452,40528,8654,2698
1,0,8,,1,,1,,1,183,,,758,,9,760,0,0,,0,,,2,280.5,686.5,3369,302471,12963,5739,2150,7581,101356,3301,216312
1,6,2,1.5,0,1,0,1,1,514368,,9422,306,34407,0.428571,629,1424,0,1,6,14460,12895,,306,,,0,34455,9806,11452,12,4286,777111,235584
1,1,7,1,0,1,0,0,1,282897,,31,2743,23256,4,608,1131,1,1,1,31,,40,271,,6193,1,2888,118,302862,23256,17855,298764,8687
1,1,7,0,0,0,1,0,1,363771,,,1593,,4,501,3848,0,0,0,,,3,317,1093.75,6458,11,8953,6,12776,9814,69569,11440,21319
1,4,4,2.25,1,6,1,9,2,296310,,7145,221,6661,1,707,3353,1,1,4,9258,9935,53,189,454,,14,28983,262130,6,7,41672,1369,108007
1,7,1,2.42857,1,1,0,1,1,1318905,,29393,8006,159,0.25,910,1478,0,1,6,71543,720,,,,8006,10,63484,20074,110820,61730,171776,314354,2765
1,7,1,2,5,1,0,1,3,2720,,79111,97,73737,0.25,1360,814,0,0,7,119984,128937,,97,,,3,372671,49206,2720,40241,90828,31973,146838
1,6,2,1.83333,1,1,1,1,1,3459,,7614,52,1401,0.428571,65,1428,0,1,5,16855,14989,52,,,,23,109489,156339,30945,393,247946,6524,59740
1,0,8,,0,,0,,1,10796,,,103,,9,508,0,0,,0,,,1,80,741,,0,8,4,25,8,21,28,4
1,2,6,2,1,3,2,2,1,8187,,5839,4737,4,2.33333,577,261,1,0,2,14741,,18,111,499,9264,0,12,4,4557,596652,1,217323,10
1,2,6,1.5,1,0,0,0,1,24159,,3679,726,44,2.33333,367,477,1,0,2,5330,2028,,135,1021,,2,227393,8363,5902,3057,233,16,4540
1,1,7,3,4,3,3,0,1,42371,,32215,641,3,4,703,1106,1,3,1,62262,33956,,285,,2420,0,8424,29,23067,4993,29813,39,1045129
1,8,0,1.375,,0,,1,,,,12367,,25295,0.111111,0,1173,,2,7,20256,7718,,,,,0,73627,38522,8721,39375,19589,72112,7622
1,8,0,0.5,,1,,1,,,,11162,,1583,0.111111,0,805,,2,4,11162,11377,,,,,0,8135,7666,1066,18965,9655,459,4162
1,7,1,1.85714,1,2,0,1,2,10,,9483,88,1416,0.25,256,529,0,0,7,17927,16440,,88,,,373585,105011,13053,9425,131668,13107,79082,10
1,0,8,,1,,1,,1,70,,,5087,,9,446,0,2,,0,,,18.5,387,,8796.5,104,1136,37,106,2960,1560,1342,70
1,1,7,0,1,2,3,0,1,168750,,,16838,,4,430,517,0,1,0,,,36,304,955,29142.8,282,114274,101022,68854,1477,115518,283705,67488
1,0,8,,1,,2,,1,92362,,,708,,9,211,0,2,,0,,,28.6667,209,942,2107,306,70863,1111,5,100276,23496,282544,7
1,8,0,1.375,,2,,1,,,,2047,,9689,0.111111,0,870,,1,7,2866,2135,,,,,81518,28718,469,1075,2858,7760,9898,5745
1,3,5,1,2,0,2,0,1,128,,236187,1996,4,1.5,1021,775,2,1,2,238393,465166,,234,556,8400,30,4142,361,1146,8,221432,30080,285577
1,4,4,1.75,1,1,1,2,1,40777,,1978,1578,148,1,264,1129,1,0,4,4852,4852,,203.5,,2951.5,23,12730,1028,162968,14274,6514,2795,47369
1,4,4,2.75,2,0,1,0,2,4362,,70556,1113,214,1,1359,1204,1,0,4,177294,63305,,138,1114,2087,233,1099,4952,2391,444904,99406,20320,376976
1,0,8,,0,,0,,1,275594,,,4562,,9,612,0,0,,0,,,12,145,,6056.17,0,9,4,4,3,23,5,32
1,7,1,1.42857,0,1,0,0,1,8,,3403,121,2181,0.25,385,484,1,1,7,3478,5221,,121,,,6,2953,11755,6834,3044,7,201,25268
1,3,5,2,2,0,1,0,2,24166,,27388,1419,13,1.5,449,533,1,1,3,38037,13013,11,340,1108.5,4525,321200,402023,49296,6247,6,32560,33308,5776
1,0,8,,2,,4,,2,26958,,,3142,,9,926,0,1,,0,,,43,122.667,934,11427,3014,1170,4539,1178,3149,942,2019,2652
1,8,0,2.75,,1,,0,,,,14676,,78,0.111111,0,2463,,1,8,29004,2054,,,,,18,2157,19375,95358,126936,36,9520,1033183
1,0,8,,1,,1,,1,97064,,,1355,,9,721,0,1,,0,,,1,292,627,4520,29,130239,10,33,14,13,17,2304
1,0,8,,1,,1,,1,1978,,,353,,9,782,0,0,,0,,,38.3333,163.333,,1771,19635,34,2397,2261,1378,8069,182,53339
1,6,2,1.66667,1,1,1,1,2,3816,,2213,112,947,0.428571,1616,522,1,0,5,4145,1570,60,164,,,447231,387346,12053,5807,2982,120156,185876,17929
1,6,2,2.33333,1,1,0,1,1,700,,21484,57,81,0.428571,713,1117,0,2,6,48800,27307,57,,,,0,1013,11843,361,15608,18813,1038,2022
1,6,2,7.5,2,23,2,16,2,14,,11299,5609,3,0.428571,274,629,1,1,6,44358,13428,,,,5608.5,14486,1,1,1,24,25,7060,1843
1,0,8,,2,,5,,1,286097,,,3851,,9,640,0,0,,0,,,11,115.667,,7613.25,0,39665,66,91430,272,100793,2444,82378
1,4,4,1.25,2,2,2,2,2,374733,,9769,5180,791,1,1255,1980,0,0,4,11405,11405,18,,516,10092,85330,1440,33365,13558,26824,16526,1435,35489
1,2,6,5,9,17,17,16,2,10862,,3211,3256,103,2.33333,663,1431,1,1,2,5330,5892,,,883,4838,1163,54,307,360,18,10,56,82152
1,3,5,3,1,2,0,1,1,196567,,11040,1221,20,1.5,897,1436,0,3,3,22832,28726,,90.5,1632,2147,269381,233,472,1823,354,287475,160300,41585
1,2,6,2,2,1,3,0,2,446973,,2419,5112,18,2.33333,325,577,1,4,2,3094,114,,114,1619,7235.25,7,180452,33274,77304,29187,22209,73525,4269
1,1,7,2,2,0,2,0,2,24,,64651,5119,3,4,635,500,0,0,1,90750,,23,,,5967.83,2834,923,1737,45631,196132,7,15865,261881
1,3,5,2.33333,1,1,1,2,2,137997,,8459,13886,67,1.5,372,998,1,0,3,22747,121,,121,,23063.3,112463,2633,14450,2852,290753,342614,95166,97906
1,7,1,1.28571,1,0,0,0,1,17,,11015,6,123,0.25,435,1688,0,2,7,12938,3086,6,,,,0,3117,107,1209,1112,487,14,5570
1,1,7,1,1,2,2,0,2,6,,131,2401,14,4,279,3394,0,0,1,131,131,,270,620.5,10224,132,76,5,14,4,5,948827,14
1,7,1,1.57143,1,1,0,0,1,1069,,29696,37,351,0.25,242,965,0,0,7,37735,12918,37,,,,10,350261,21,305335,47045,8926,190547,1069
1,0,8,,2,,2,,2,33,,,1249,,9,391,0,1,,0,,,30.5,159,1240,5889,3838,1446,5,7798,7235,1367,34470,31334
1,3,5,2,20,12,26,17,3,183777,,35905,12804,25,1.5,356,723,3,2,3,37606,53098,,186,1389,24819.5,122603,0,216341,147143,77191,60525,29077,81884
1,8,0,2.125,,1,,1,,,,46619,,11,0.111111,0,419,,0,8,53140,39480,,,,,3,215,226,255142,81480,25916,1379,328903
1,0,8,,4,,2,,3,7,,,1335,,9,255,0,1,,0,,,18,387,735,2689.67,14,1158,185,17,230082,93826,11,191175
1,1,7,3,2,9,1,0,2,2408,,1413,4539,4,4,830,121,1,0,1,1642,1642,,385,,5577.75,0,422679,13292,5491,9428,4191,80,9301
1,3,5,1,1,1,1,1,1,31783,,8148,3792,168,1.5,521,593,1,1,3,8148,3348,13,189,1098,16562,10,5638,34885,7145,1145,37459,9,216162
1,8,0,1.875,,0,,1,,,,29335,,52409,0.111111,0,560,,3,8,39656,39656,,,,,2373,3491,132636,51825,5292,272,52682,183631
1,4,4,3,3,8,3,10,2,259,,25400,1760,4,1,501,370,1,0,4,39547,17115,24,246,,5009,156716,121015,105306,48973,20266,2807,16939,205
1,8,0,3.5,,2,,3,,,,5186,,9,0.111111,0,462,,2,8,13339,3903,,,,,0,1500,14402,52,1512,2728,79,5989
1,0,8,,2,,2,,2,18,,,909,,9,584,0,3,,0,,,,302,901.5,2759,19916,103697,2931,297873,2773,10283,5533,51637
1,0,8,,2,,1,,1,11578,,,3895,,9,388,0,0,,0,,,,419,525,6475,37538,28093,25024,20308,16738,124282,294515,67066
1,5,3,2.4,0,2,0,2,1,3284,,49337,1120,22,0.666667,340,684,0,1,5,89795,87664,6,74,,3279,50,5845,45762,7665,175194,288087,9738,426616
1,1,7,1,0,0,0,0,1,4576,,1452,3953,8,4,309,1679,2,0,1,1452,1452,,271,892.5,8449,0,179134,393108,5,7,1124,250,1158
1,2,6,1,2,2,2,1,1,238398,,15246,37963,20101,2.33333,770,422,1,1,2,15246,15246,26,369.5,,75670.3,442251,28677,217978,24783,19507,3481,4324,136182
1,3,5,1.66667,0,0,0,0,1,6697,,8099,1916,5492,1.5,347,1129,0,2,3,15442,4975,16,,728.667,7380,47107,24,7,9,173,282435,16439,1616
1,0,8,,1,,1,,1,72233,,,867,,9,317,0,1,,0,,,33,,685,4096,190259,16,1512,7,2703,59082,23006,4311
1,0,8,,1,,2,,2,17,,,2227,,9,238,0,1,,0,,,,,1010,4256,138377,40519,2995,28,261915,327057,116598,9775
1,0,8,,2,,3,,2,73788,,,1183,,9,534,0,1,,0,,,20,343.5,995.5,6728,268125,1877,708,8,93483,23051,90966,15
1,8,0,2.25,,1,,1,,,,45038,,6,0.111111,0,809,,0,7,110952,52896,,,,,22,8556,7446,2729,7449,107676,82255,204241
1,0,8,,2,,2,,1,16247,,,13203,,9,389,0,0,,0,,,,213,1016,22744.2,84002,12,11574,7,13,53,6,3
1,0,8,,1,,2,,2,14010,,,25286,,9,932,0,1,,0,,,21,273.5,,44109,61,51,46,892,3316,19,38,806
1,0,8,,0,,1,,1,632685,,,2062,,9,740,0,0,,0,,,1,262.5,1365,4414,181916,6,8,14,8,13026,121850,217471
1,6,2,2.16667,3,2,2,2,2,10,,7459,202,35873,0.428571,612,1126,0,1,6,17045,10215,,202,,,3877,2203,48597,333766,597968,1116,372973,128316
1,4,4,2.25,4,3,2,2,2,188,,40865,2470,315,1,600,1107,1,1,4,66631,66631,,165.5,1352,8196,59,19031,181482,211749,17101,26390,63803,371586
1,2,6,1.5,1,0,2,0,1,205110,,621,644,14,2.33333,376,1057,1,0,2,690,,43.5,280,671,2156,148241,8,1441,8447,1419,163298,33993,51705
1,1,7,7,4,35,3,0,3,3807,,11008,5899,1,4,523,2118,0,0,1,31926,3074,,186,,6850.67,49,1229,2914,42,469,208,1710,2447
1,6,2,1.83333,1,4,0,3,1,262962,,12968,415,53877,0.428571,559,2913,0,1,6,31896,2076,,137,693,,30075,174365,89264,94209,635,50686,197204,18350
1,6,2,1.66667,0,1,0,1,1,64,,18072,42,506,0.428571,779,582,2,1,6,18452,4327,42,,,,60500,10046,60,12754,17090,20604,23401,389760
1,2,6,1,2,1,4,0,2,174759,,27776,9648,124,2.33333,270,676,0,0,2,27776,27776,50,,874,23220,1,12,422203,5397,2127,293396,1742,1468
1,3,5,2.66667,1,5,2,3,1,2504,,10056,3458,149,1.5,934,469,0,0,3,16726,16726,58,,861,7754.5,512,123,2713,6,950,3,563,8636
1,3,5,1.33333,0,1,0,1,1,265127,,7654,220,120124,1.5,402,710,0,1,3,9607,5545,9.5,260,562,,0,49030,50677,156653,22977,57839,1195,2781
1,0,8,,4,,3,,3,56937,,,6303,,9,619,0,1,,0,,,,,864.5,8478.8,1014,14,8,88293,4,2662,132,376632
1,8,0,2,,4,,7,,,,41117,,562,0.111111,0,653,,0,8,69461,47870,,,,,7,58394,107111,60251,35029,21479,3914,590367
1,0,8,,0,,1,,1,80902,,,118,,9,641,0,1,,0,,,33.1667,100,646,,229834,1517,1914,4272,2636,207,4636,171056
1,1,7,5,15,97,9,0,3,86422,,10513,15268,17,4,841,887,2,2,1,44230,44230,,,656,18189.8,197896,2524,38,952,967,376287,262,646201
1,8,0,1.375,,0,,0,,,,51574,,16,0.111111,0,819,,1,8,63744,42942,,,,,3,23,50,45251,60,491,149,88323
1,7,1,2.14286,0,1,0,0,2,9755,,15592,41,874,0.25,114,1278,0,1,7,18149,17729,41,,,,0,3408,1553,1414,7260,2495,62417,330828
1,4,4,3.5,1,6,1,8,1,352,,5054,4600,373,1,227,1018,1,0,4,15059,2044,,179,676,8771.5,859,5004,35250,18580,594906,1398,35838,8
